id	text	en	loc
11026	Mi devi fare un regalo se vuoi farmi una foto.	Gotta give me a present if you want to take my picture.	DefineActors.dinky
11027	Sorridi!	Smile!	DefineActors.dinky
11028	Delores	Delores	DefineActors.dinky
11029	Willie	Willie	DefineActors.dinky
11030	Natalie	Natalie	DefineActors.dinky
11031	Ransome	Ransome	DefineActors.dinky
11032	Leonard	Leonard	DefineActors.dinky
11033	Sceriffo	Sheriff	DefineActors.dinky
11034	Coroner	Coroner	DefineActors.dinky
11035	Dave	Dave	DefineActors.dinky
11036	Dave	Dave	DefineActors.dinky
11037	Sandy	Sandy	DefineActors.dinky
11038	Madame Morena	Madame Morena	DefineActors.dinky
11039	George	George	DefineActors.dinky
11040	Lenore	Lenore	DefineActors.dinky
11041	Peter	Peter	DefineActors.dinky
11042	Chuckie	Chuckie	DefineActors.dinky
11043	Chuck Edmund ricoverato in manicomio...	Chuck Edmund committed to sanitarium...	Nickel.dinky
11044	Chuck internato dopo un crollo psicologico dovuto alla convinzione di essere parte di un computer.	Chuck committed after a psychotic breakdown due to believing he was part of a computer.	Nickel.dinky
11045	Le riparazioni di violini di Willie registrano profitti record...	Willie's violin repair posts record profits...	Nickel.dinky
11046	Gli affari per le riparazioni di violini di Willie vanno a gonfie vele grazie agli ordini sulle BBS e alla pubblicità.	Willie's violin repair business is booming due to new BBS ordering and advertising.	Nickel.dinky
11047	KSCUM cambia lo stile musicale...	KSCUM to change music styles...	Nickel.dinky
11048	La cara vecchia radio KSCUM cambia il formato da rock elettrico a rock esoterico.	Long standing KSCUM radio set to change formats from eclectic rock to esoteric rock.	Nickel.dinky
11049	Il ristorante di S&D riceve un altro premio...	S&D Diner nets another award...	Nickel.dinky
11050	Il ristorante di S&D nuovamente premiato per la qualità del cibo. La critica è unanime, è il miglior ristorante della contea.	S&D Diner received another award for their amazing food. Critics all agree, it's the best place to eat in the county.	Nickel.dinky
11051	Bicchiere commemorativo gratis al ristorante di S&D...	Free commemorative glass at S&D diner...	Nickel.dinky
11052	Per celebrare il loro ultimo riconoscimento, il ristorante di S&D regala un bicchiere commemorativo per ogni acquisto.	In celebration of their latest award, the S&D Diner is giving a free commemorative glass with every purchase.	Nickel.dinky
11053	Art by Eltron riapre come negozio PillowBear™ ...	Art by Eltron to re-open as PillowBear™ store...	Nickel.dinky
11054	Il negozio conosciuto come Art by Eltron riaprirà come outlet di PillowBear™ ai primi di Maggio.	The store referred to by locals as Art by Eltron will re-open as a PillowBear™ factory outlet in early May.	Nickel.dinky
11055	Bagno del Quickie Pal risultato tossico...	Quickie Pal bathroom a toxic site...	Nickel.dinky
11056	Agenzie federali classificano bagno del Quickie Pal come sito tossico di Classe 5. Prevista sanificazione.	Federal agencies have designated the Quickie Pal bathroom a Class 5 toxic site. Clean-up should begin soon.	Nickel.dinky
11057	Lenore Edmund sfrattata...	Lenore Edmund evicted...	Nickel.dinky
11058	Dopo il pignoramento della villa di Chuck Edmund, Lenore Edmund è stata sfrattata al grido di "Non sapete chi sono io!"	After the bank repossessed Chuck Edmund's mansion, Lenore Edmund was evicted while screaming “Do you know who I am!”	Nickel.dinky
11059	La misteriosa occulta Madame Morena racconta la città...	Occult oddball Madame Morena tells town...	Nickel.dinky
11060	Non farei mai una maledizione a qualcuno, andrebbe oltre la mia magia nera. Venite da me, grande vendita esplosiva!	I would never curse anyone, that would go beyond even my black magic. Come for the big blow-out sale!	Nickel.dinky
11061	Cittadina ottiene prestigioso lavoro alla MmucasFlem Games...	Local nets prestigious job at MmucasFlem Games...	Nickel.dinky
11062	Delores Edmund sembra aver superato il recente tumulto familiare e scala la vetta dell'industria videoludica!	Delores Edmund seems to have shaken recent family turmoil and is on her way to the top of the game industry!	Nickel.dinky
11063	Mimo applaude silenziosamente per Ransome...	Mime applauds silently for Ransome...	Nickel.dinky
11064	Mimando che era il miglior show che avesse mai visto, il Mimo locale si mette in fila per il quarto show di Ransome di seguito.	While miming that it was the best show he'd ever seen, local Mime stands in line for 4th Ransome show in a row.	Nickel.dinky
11065	Giardiniere locale ottiene posto alla Casa Bianca...	Local groundskeeper wins White House post...	Nickel.dinky
11066	Il giardiniere locale Doug Braverman è stato assunto alla Casa Bianca per scavare buche nel roseto.	Local groundskeeper Doug Braverman is hired by the White House to dig holes in the rose garden.	Nickel.dinky
11067	Nessun titolo oggi...	No headline today...	Nickel.dinky
11068	Il Nickel News ha finito l'inchiostro e non può pubblicare la notizia del gior	The Nickel News ran out of ink and cannot publish today's pap	Nickel.dinky
11069	Guardia giurata Reyes ottiene nuova promozione...	Factory security guard Reyes promoted again...	Nickel.dinky
11070	Dopo cinque promozioni, la guardia giurata e padre orgoglioso Reyes è stato nominato capo sicurezza alla nuova fabbrica PillowBear™.	After five promotions, security guard and proud father Reyes has been made head of security at the new PillowBear™ factory.	Nickel.dinky
11071	Fantasma di Franklin infesta l'Hotel Edmund...	Ghost of Franklin haunts Edmund Hotel...	Nickel.dinky
11072	Il fantasma di Franklin, fratello di Chuck Edmund, si dice stia infestando l'Edmund Hotel. I Fratelli Piccione stanno indagando.	The ghost of Franklin, Chuck Edmund's brother, is said to haunt the local Edmund Hotel. Pigeon Brothers are on the case.	Nickel.dinky
11073	Ransome riceverà il premio filantropia...	Ransome to receive philanthropy award...	Nickel.dinky
11074	Il premio sarà assegnato a Ransome per i vari progetti di beneficenza per i bambini di tutto il mondo.	Citing his various projects benefiting children around the world, the award will be bestowed on Ransome.	Nickel.dinky
11075	Vediamo cosa mi hai portato...	Let's see what you've got...	Nickel.dinky
11076	Diamo un'occhiata alle tue foto...	Let's take a look at your photos...	Nickel.dinky
11077	Perché non diamo un'occhiata veloce alle tue foto...	Why don't we take a quick look at your photos...	Nickel.dinky
11078	Divertente! Molto "meta"! Mi piace, questa.	Funny! Very meta! I like this one.	Nickel.dinky
11079	Sono molto fotogenica. Sono uscita bene.	I'm very photogenic. Nice one of me.	Nickel.dinky
11080	Bello scatto!	Good one!	Nickel.dinky
11081	Questa è buona!	This is nice!	Nickel.dinky
11082	Perfetta per la storia!	Perfect for the story!	Nickel.dinky
11083	Fantastica!	Amazing!	Nickel.dinky
11084	Sfocata...	Blurry...	Nickel.dinky
11085	Poca luce...	Poor lighting...	Nickel.dinky
11086	Mal centrata...	Not framed well...	Nickel.dinky
11087	Inutile...	Uninteresting...	Nickel.dinky
11088	Mondana...	Mundane...	Nickel.dinky
11089	Amatoriale...	Amateurish...	Nickel.dinky
11090	Vai là fuori, ragazza, e scatta delle foto.	Get out there kid and take some photos.	Nickel.dinky
11091	Non prendertela troppo. Ci vuole un po' per diventare fotoreporter provetti.	Don't feel too bad. It takes a while to master photojournalism.	Nickel.dinky
11092	Questo è un bello scatto!	That's a good shot!	Nickel.dinky
11093	Ci sono buoni scatti qua!	There are some good shots in there!	Nickel.dinky
11094	Fammi cestinare quelli non buoni.	Let me get rid of the bad ones.	Nickel.dinky
11095	Tieni quelli buoni finché non avrai completato il lavoro di oggi.	You keep the good ones until you've finished today's work.	Nickel.dinky
11096	Meglio uscire là fuori e scattare altre foto, abbiamo una scadenza da rispettare.	Better get out there and take some more photos, we've got a deadline.	Nickel.dinky
11097	Papà? Morto? Un fantasma?	Dad? Dead? A ghost?	Nickel.dinky
11098	Non è possibile, ho fatto colazione con lui stamattina.	That can't be, I had breakfast with him this morning.	Nickel.dinky
11099	Dovrei trovare la macchina fotografica prima di uscire. Natalie ha detto che si trova nello schedario.	I should find the camera before setting out. Natalie said it is in the file cabinet.	Nickel.dinky
11100	Quel cartello deve essere vecchio come il Nickel News!	That sign must be as old as the Nickel News!	Nickel.dinky
11101	È una vecchia reliquia di un'epoca passata.	It's an old relic of a bygone era.	Nickel.dinky
11102	La stampa è morta.	Print is dead.	Nickel.dinky
11103	Un giorno tutto sarà sui computer.	Someday it will all be on computers.	Nickel.dinky
11104	E Natalie sarà tagliata fuori.	And Natalie will be out of business.	Nickel.dinky
11105	Ma va bene così, perché i social media diventeranno la fonte di notizie più affidabile.	But that's OK because social media will take over as the trusted source of news.	Nickel.dinky
11106	Non è così che un uccello vedrebbe la città.	This is not how the town would look to a bird.	Nickel.dinky
11107	È una mappa della contea di Thimbleweed.	It's a map of Thimbleweed County.	Nickel.dinky
11108	Mi sembra di vedere casa mia.	I think I can see my house.	Nickel.dinky
11109	Quelle sono vecchie foto del Nickel News.	Those are old photos from the Nickel News.	Nickel.dinky
11110	C'è un sacco di storia in quelle foto.	There is a lot of history in those.	Nickel.dinky
11111	Vuoto.	It's empty.	Nickel.dinky
11112	Ecco la macchina fotografica.	There's the camera.	Nickel.dinky
11113	Ora che ho trovato la macchina fotografica, lo schedario è vuoto.	This is where I found the camera. The cabinet is empty now.	Nickel.dinky
11114	Qui è dove Natalie dice di aver messo la macchina fotografica.	This is where Natalie said the camera should be.	Nickel.dinky
11115	Deve esserci un tesoro di vecchie storie lì dentro.	Must be a treasure trove of old stories in there.	Nickel.dinky
11116	Dovrei guardare nel cassetto e vedere se la macchina fotografica si trova lì, come ha detto Natalie.	I should look in the drawer and see if the camera is here, like Natalie said.	Nickel.dinky
11117	porta	door	Nickel.dinky
11118	la porta del Nickel News	the Nickel News door	Nickel.dinky
11119	Esci	Leave	Nickel.dinky
11120	Esci dal Nickel News	Leave the Nickel	Nickel.dinky
11121	cartello	sign	Nickel.dinky
11122	torchio tipografico	printing press	Nickel.dinky
11123	mappa	map	Nickel.dinky
11124	vecchie foto del giornale	old news photos	Nickel.dinky
11125	le vecchie foto del giornale	the old news photos	Nickel.dinky
11126	schedario	file cabinet	Nickel.dinky
11127	La strada è inacessibile.	The street looks blocked off.	MainStreet.dinky
11128	Puzza da far schifo, ma non credo che sia abbastanza disgustoso per Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11129	Puzza da far schifo, ma non credo che sia abbastanza disgustoso per Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11130	La foto deve essere qualcosa di meglio di un po' di acqua che sgocciola da un idrante.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11131	È un idrante che perde parecchio.	It's a very leaky fire hydrant.	MainStreet.dinky
11132	Basta perdite!	No more leaks!	MainStreet.dinky
11133	Potrei fare un lavoro estivo con le Sorelle Piccione!	I could get a summer job with the Pigeon Sisters!	MainStreet.dinky
11134	Puzza un sacco, ma non credo che sia abbastanza disgustoso per Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11135	La foto deve essere qualcosa di meglio di un po' di acqua che sgocciola da un idrante.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11136	Puzza tantissimo, ma non credo che sia abbastanza disgustoso per Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11137	Mamma mia! Questo sì che puzza!	Yikes! That really stinks.	MainStreet.dinky
11138	Bleah! Che puzza!	Gads! That smells!	MainStreet.dinky
11139	Questo sì che puzza!	That sure is some stink!	MainStreet.dinky
11140	Perché lo sto annusando ancora!	Why do I keep smelling that!	MainStreet.dinky
11141	Questo dovrebbe bastare.	That should do it.	MainStreet.dinky
11142	Wow! Qui qualcosa puzza davvero tanto.	Wow! Something smells really bad.	MainStreet.dinky
11143	Sembra piuttosto buio laggiù.	Looks pretty dark down there.	MainStreet.dinky
11144	Il ristorante è aperto al pubblico.	The Diner is open for business.	MainStreet.dinky
11145	Hanno cibo fantastico, e un registro sanitario impeccabile!	They have amazing food, and a perfect health record!	MainStreet.dinky
11146	Questa è una porta massiccia.	That is an impressive door.	MainStreet.dinky
11147	Il cartello dice: "Cercasi: cassiere/a. Staremo chiusi finché non ne troviamo uno."	Sign says: “Help Wanted: Bank Teller. Closed until we find one.”	MainStreet.dinky
11148	Thimbleweed Park è stato un ottimo posto per crescere.	Thimbleweed Park was a great place to grow up.	MainStreet.dinky
11149	L'autostrada è chiusa.	The highway into town is closed.	MainStreet.dinky
11150	Dice: "Riparazioni Orologi & Violini da Willie...	It says “Willie's Watch & Violin Repairs...	MainStreet.dinky
11151	...Riparazioni di orologi e violini dal 1957."	“Repairing watches and violins since 1957.”	MainStreet.dinky
11152	Penso che quel piccolo orologio sia finto.	I think the little clock is fake.	MainStreet.dinky
11153	Pare che il negozio di Willie sia chiuso per la notte.	Looks like Willie's Watch & Violin Repairs is closed for the night.	MainStreet.dinky
11154	Buona notte, Willie!	Night Willie!	MainStreet.dinky
11155	Non ci sono foto di case demolite.	There aren't any photos of demolished homes in there.	MainStreet.dinky
11156	Chi vorrebbe trasferirsi qui.	Who would want to move here.	MainStreet.dinky
11157	Una delle tante vittime dell'economia.	One of the many casualties of the economy.	MainStreet.dinky
11158	Non vedo l'ora che apra il nuovo negozio di PillowBear™!	I can't wait for the new PillowBear™ store to open.	MainStreet.dinky
11159	Sono così orgogliosa di papà.	I'm so proud of Dad.	MainStreet.dinky
11160	Questi PillowBear™ sono così carini!	These PillowBears™ are so cute!	MainStreet.dinky
11161	Ed è stata tutta un'idea di Papà.	They were all Dad's idea.	MainStreet.dinky
11162	È un cono stradale. Meglio lasciarlo dov'è.	It's a traffic cone. I'm going to leave it alone.	MainStreet.dinky
11163	A Street	A Street	MainStreet.dinky
11164	B Street	B Street	MainStreet.dinky
11165	idrante	fire hydrant	MainStreet.dinky
11166	vicolo	alley	MainStreet.dinky
11167	un vicolo	an alley	MainStreet.dinky
11168	porta	door	MainStreet.dinky
11169	la porta del ristorante	the Diner door	MainStreet.dinky
11170	Entra	Enter	MainStreet.dinky
11171	Entra nel ristorante	Enter Diner	MainStreet.dinky
11172	porta della banca	bank door	MainStreet.dinky
11173	la porta della banca	the bank door	MainStreet.dinky
11174	Entra	Enter	MainStreet.dinky
11175	Entra nella banca	Enter bank	MainStreet.dinky
11176	cartello	sign	MainStreet.dinky
11177	un annuncio di lavoro	a job posting	MainStreet.dinky
11178	cartello	sign	MainStreet.dinky
11179	il cartello di Thimbleweed Park	the Thimbleweed Park sign	MainStreet.dinky
11180	l'autostrada	the highway	MainStreet.dinky
11181	cartello riparazione orologi	watch repair sign	MainStreet.dinky
11182	porta	door	MainStreet.dinky
11183	ufficio agente immobiliare	realtor's office	MainStreet.dinky
11184	l'ufficio dell'agente immobiliare	the realtor's office	MainStreet.dinky
11185	negozio di fiori	flower shop	MainStreet.dinky
11186	il negozio di fiori	the flower shop	MainStreet.dinky
11187	cartello "Prossimamente"	Coming Soon	MainStreet.dinky
11188	il nuovo negozio PillowBear™	the new PillowBear™ store	MainStreet.dinky
11189	cartello PillowBear™	PillowBear™ sign	MainStreet.dinky
11190	periferia	outskirts	MainStreet.dinky
11191	porta del Municipio	City Hall door	MainStreet.dinky
11192	la porta del Municipio	the City Hall door	MainStreet.dinky
11193	Entra	Enter	MainStreet.dinky
11194	Entra nel Municipio	Enter City Hall	MainStreet.dinky
11195	cono stradale	traffic cone	MainStreet.dinky
11196	cono stradale	traffic cone	MainStreet.dinky
11197	cono stradale	traffic cone	MainStreet.dinky
11198	Benvenuta al Quickie Pal. Serve aiuto per qualcosa?	Welcome to Quickie Pal. Can I help you find anything?	QuickiePal.dinky
11199	Personalmente mi piacciono molto le caramelle al cioccolato.	I personally am really fond of the chocolate bon bons.	QuickiePal.dinky
11200	Fammi sapere se posso aiutarti a trovare qualcosa.	Let me know if I can help you find anything.	QuickiePal.dinky
11201	Fammi sapere se posso aiutarti a trovare qualcosa.	Let me know if I can help you find anything.	QuickiePal.dinky
11202	Fammi sapere se posso aiutarti a trovare qualcosa.	Let me know if I can help you find anything.	QuickiePal.dinky
11203	Fammi sapere se posso aiutarti a trovare qualcosa.	Let me know if I can help you find anything.	QuickiePal.dinky
11204	Fammi sapere se posso aiutarti a trovare qualcosa.	Let me know if I can help you find anything.	QuickiePal.dinky
11205	Fammi sapere se posso aiutarti a trovare qualcosa.	Let me know if I can help you with anything.	QuickiePal.dinky
11206	Fammi sapere se posso aiutarti a trovare qualcosa.	Let me know if I can help you with anything.	QuickiePal.dinky
11207	Sono qui per servirti.	I'm here to serve.	QuickiePal.dinky
11208	Sono qui per servirti.	I'm here to serve.	QuickiePal.dinky
11209	Sono qui per servirti.	I'm here to serve.	QuickiePal.dinky
11210	Che ne dici di quel tramonto?	How about that sunset?	QuickiePal.dinky
11211	Che ne dici di Ransome il clown? È così divertente.	How about that Ransome the Clown? He's so funny.	QuickiePal.dinky
11212	Non dimenticare di fare il vaccino anti-influenzale.	Don't forget to get your flu shot.	QuickiePal.dinky
11213	Vuoi del latte scaduto? È a metà prezzo.	Want some expired milk? 50% off normal price.	QuickiePal.dinky
11214	Sono contento che le Sorelle Piccione si siano sbarazzate del nostro problema coi topi!	Sure glad the Pigeon Sisters got rid of our rat problem!	QuickiePal.dinky
11215	Vuoi comprare questa bella giacca di pelle™?	Want to buy a Fine Leather Jacket™?	QuickiePal.dinky
11216	Oddio!	Yikes!	QuickiePal.dinky
11217	Oddio!	Yikes!	QuickiePal.dinky
11218	Bevi!	Drink up!	QuickiePal.dinky
11219	È una cassetta postale.	It's a mail drop.	QuickiePal.dinky
11220	È una maglietta ricordo di Thimbleweed Park!	It's a souvenir Thimbleweed Park T-shirt!	QuickiePal.dinky
11221	Dice: "Ricicla qui le bottiglie, 5 cents"	It says “Redeem bottles here, 5¢.”	QuickiePal.dinky
11222	Un mucchio di scatole non interessa a nessuno.	No one cares about a bunch of boxes.	QuickiePal.dinky
11223	Tutte dicono "Una dozzina di PillowBears™"	They all say, “1 Dozen PillowBears™.”	QuickiePal.dinky
11224	Sono così orgogliosa che papà abbia avuto questa idea!	I'm so proud of Dad for thinking up this idea!	QuickiePal.dinky
11225	È topastico!	It's Ratastic!	QuickiePal.dinky
11226	Sicuramente non è l'ultima moda in fatto di giocattoli. Ne avevo uno quand'ero piccola.	Definitely not a new toy craze. I had one when I was a kid.	QuickiePal.dinky
11227	È la testa di una celebrità, ma un po' svilente... è un dispenser di caramelle. Mi serve una foto migliore.	It's a celebrity's head, but kind of demeaning being a candy dispenser. I need a better photo.	QuickiePal.dinky
11228	Un sacco di dispenser di caramelle di Ransome.	That's a lot of Ransome candy dispensers.	QuickiePal.dinky
11229	Li regaliamo come promozione per la Casa di Ransome il Clown per Bambini Ribelli. Prendine uno.	Giving them away as a promotion for the Ransome the Clown House for Wayward Kids. Take one.	QuickiePal.dinky
11230	Solo uno per cliente. Politica aziendale.	It's one per customer. Corporate policy.	QuickiePal.dinky
11231	Se fosse una cosa certa ci giocherei.	I'd play if it were a sure thing.	QuickiePal.dinky
11232	porta del Quickie Pal	Quickie Pal door	QuickiePal.dinky
11233	la porta del Quickie Pal	the Quickie Pal door	QuickiePal.dinky
11234	Esci	Leave	QuickiePal.dinky
11235	Esci dal Quickie Pal	Leave the Quickie Pal	QuickiePal.dinky
11236	cassetta postale	mail drop	QuickiePal.dinky
11237	T-shirt	T-shirt	QuickiePal.dinky
11238	cartello	sign	QuickiePal.dinky
11239	scatole	boxes	QuickiePal.dinky
11240	scatole	boxes	QuickiePal.dinky
11241	topo	rat	QuickiePal.dinky
11242	dispenser di caramelle di Ransome	Ransome candy dispensers	QuickiePal.dinky
11243	Lotto	Lotto	QuickiePal.dinky
11244	il cartello del Lotto	the Lotto sign	QuickiePal.dinky
11245	Probabilmente è la soluzione di un enigma in un altro gioco.	Probably the solution to a puzzle in another game.	PostOffice.dinky
11246	Serve per pesare la posta.	It's for weighing mail.	PostOffice.dinky
11247	Qui posso spedire la bolletta della corrente di Leonard.	This is where I could mail Leonard's electricity bill.	PostOffice.dinky
11248	Se avessi della posta, la metterei proprio qui.	If I had any mail, this is where I'd put it.	PostOffice.dinky
11249	Un'immagine proprio di Jefferson sarebbe molto meglio.	An actual image of Jefferson would be much better.	PostOffice.dinky
11250	Mostra il mese di Luglio... è stato tanto tempo fa.	It's showing the month of July... That was a long time ago.	PostOffice.dinky
11251	Sembra che il vandalismo su proprietà governative sia davvero un problema. Devo fotografarne un esempio.	Looks like government property vandalism really is a problem. I need to photograph an example of it.	PostOffice.dinky
11252	"Per favore, finitela di scassinare le caselle postali."	“Please stop trying to break into the mailboxes.”	PostOffice.dinky
11253	Sono chiuse a chiave.	They are locked.	PostOffice.dinky
11254	Non conosco la combinazione.	I don't have the combination.	PostOffice.dinky
11255	Sono un sacco di caselle postali private.	That's a lot of private mailboxes.	PostOffice.dinky
11256	Il danno a questa casella postale è molto lieve. Non è abbastanza per la foto.	The mailbox damage is really minor. Not good enough for the photo.	PostOffice.dinky
11257	È buio là dentro!	It's dark in there!	PostOffice.dinky
11258	Sento che mi sto per cacciare in guai grossi per questo.	I'm going to get in so much trouble for this.	PostOffice.dinky
11259	Questa casella postale sembra un po' ammaccata.	This mailbox looks a little scuffed up.	PostOffice.dinky
11260	Non credo che sia stata una buona idea.	I'm not so sure this was a smart idea.	PostOffice.dinky
11261	A nessuno interessa un mucchio di scatole.	No one cares about a bunch of boxes.	PostOffice.dinky
11262	Sono un mucchio di PillowBear™, in attesa di essere spediti.	It's a bunch of PillowBears™, waiting to be mailed out.	PostOffice.dinky
11263	È stata un'idea di papà!	That was Dad's idea!	PostOffice.dinky
11264	porta	door	PostOffice.dinky
11265	la porta dell'ufficio postale	the Post Office door	PostOffice.dinky
11266	Esci	Leave	PostOffice.dinky
11267	Esci dall'ufficio postale	Leave the Post Office	PostOffice.dinky
11268	nastro adesivo	tape	PostOffice.dinky
11269	nastro adesivo	tape	PostOffice.dinky
11270	bilancina	scale	PostOffice.dinky
11271	cassetta postale	mail drop	PostOffice.dinky
11272	calendario	calendar	PostOffice.dinky
11273	avviso importante	important notice	PostOffice.dinky
11274	un avviso importante	an important notice	PostOffice.dinky
11275	caselle postali	mailboxes	PostOffice.dinky
11276	caselle postali	mailboxes	PostOffice.dinky
11277	casella postale distrutta	destroyed mailbox	PostOffice.dinky
11278	casella postale ammaccata	scuffed up mailbox	PostOffice.dinky
11279	scatole	boxes	PostOffice.dinky
11280	scatole	boxes	PostOffice.dinky
11281	Non funziona più, è stata staccata.	It's been shut off.	CityHall.dinky
11282	Anche se funzionasse, non credo che berrei da lì.	Even if it was working, I wouldn't drink from it.	CityHall.dinky
11283	È il sigillo della contea di tri-Thimbleweed!	It's the Thimbleweed tri-county seal!	CityHall.dinky
11284	È maestoso!	It's majestic!	CityHall.dinky
11285	Un vecchio tizio che credo proprio sia morto.	That's some old dude who I'm pretty sure is dead.	CityHall.dinky
11286	Non so chi sia, ma non mi sembra molto presidenziale.	I don't know who he is, but he doesn't look very presidential.	CityHall.dinky
11287	Sono piuttosto sicura che fosse incluso con la cornice.	Pretty sure that came with the frame.	CityHall.dinky
11288	porta	door	CityHall.dinky
11289	Esci	Leave	CityHall.dinky
11290	Esci dal Municipio	Leave City Hall	CityHall.dinky
11291	fontanella	drinking fountain	CityHall.dinky
11292	sigillo	seal	CityHall.dinky
11293	porta dell'ufficio dello sceriffo	Sheriff's Office door	CityHall.dinky
11294	la porta dell'ufficio dello sceriffo	the Sheriff's Office door	CityHall.dinky
11295	Entra	Enter	CityHall.dinky
11296	Entra nell'ufficio dello sceriffo	Enter the Sheriff's Office	CityHall.dinky
11297	porta dell'ufficio del coroner	Coroner's Office door	CityHall.dinky
11298	la porta dell'ufficio del coroner	the Coroner's Office door	CityHall.dinky
11299	Entra	Enter	CityHall.dinky
11300	Entra nell'ufficio del coroner	Enter the Coroner's Office	CityHall.dinky
11301	dipinto	painting	CityHall.dinky
11302	dipinto	painting	CityHall.dinky
11303	Questi cosi erano inquietanti. Sono felice che siano stati disattivati.	These things were creepy. I'm glad they were deactivated.	QuickiePalOutside.dinky
11304	Ho sentito che monitoravano i film che noleggiavi, condividendo le informazioni con società sconosciute. **BRRR**	I heard they actually tracked your movie rentals and shared the information with unknown companies. **SHIVER**	QuickiePalOutside.dinky
11305	porta del Quickie Pal	Quickie Pal door	QuickiePalOutside.dinky
11306	la porta del Quickie Pal	the Quickie Pal door	QuickiePalOutside.dinky
11307	Entra	Enter	QuickiePalOutside.dinky
11308	Entra nel Quickie Pal	Enter the Quickie Pal	QuickiePalOutside.dinky
11309	Main Street	Main Street	QuickiePalOutside.dinky
11310	porta della toilette	bathroom door	QuickiePalOutside.dinky
11311	la porta della toilette	the bathroom door	QuickiePalOutside.dinky
11312	Entra	Enter	QuickiePalOutside.dinky
11313	Entra nella toilette	Enter bathroom	QuickiePalOutside.dinky
11314	belvedere	vista	QuickiePalOutside.dinky
11315	MovieTron 3000™	MovieTron 3000™	QuickiePalOutside.dinky
11316	il MovieTron 3000™	the MovieTron 3000™	QuickiePalOutside.dinky
11317	È un vecchio poster di Ransome il Clown.	It's an old Ransome the Clown poster.	Alleyway.dinky
11318	Penso che mi manchi la sua satira brillante, più di ogni altra cosa.	I think I miss his brilliant performance satire most of all.	Alleyway.dinky
