id	text	en	loc
11056	Liittovaltion virastot ovat nimenneet Quickie Pal -kylpyhuoneen 5. asteen myrkylliseksi alueeksi. Siivouksen pitäisi alkaa pian.	Federal agencies have designated the Quickie Pal bathroom a Class 5 toxic site. Clean-up should begin soon.	Nickel.dinky
11057	Lenore Edmund häädetty...	Lenore Edmund evicted...	Nickel.dinky
11058	Kun pankki pakkolunasti Chuck Edmundin kartanon, Lenore Edmund huusi häädettäessä "Ettekö tiedä kuka minä olen?!"	After the bank repossessed Chuck Edmund's mansion, Lenore Edmund was evicted while screaming “Do you know who I am!”	Nickel.dinky
11059	Okkultistinen kummajainen Madame Morena kertoo kaupunkilaisille...	Occult oddball Madame Morena tells town...	Nickel.dinky
11060	En koskaan kiroaisi ketään, se ylittäisi jopa minun mustan magian taitoni. Tule isoille tarjouskaupoille!	I would never curse anyone, that would go beyond even my black magic. Come for the big blow-out sale!	Nickel.dinky
11061	Paikallinen saa halutun työpaikan MmucasFlem Gamesilla...	Local nets prestigious job at MmucasFlem Games...	Nickel.dinky
11062	Delores Edmund näyttää ravistaneen viimeaikaisen sukusekamelskan ja on matkalla peliteollisuuden huipulle!	Delores Edmund seems to have shaken recent family turmoil and is on her way to the top of the game industry!	Nickel.dinky
11063	Miimikko taputtaa hiljaisesti Ransomelle...	Mime applauds silently for Ransome...	Nickel.dinky
11064	Paikallinen miimikko jonottaa 4. perättäiseen Ransome-esitykseensä, ja miimikoi että se on paras show jonka on koskaan nähnyt.	While miming that it was the best show he'd ever seen, local Mime stands in line for 4th Ransome show in a row.	Nickel.dinky
11065	Paikallinen puutarhuri sai työpaikan Valkoisesta talosta...	Local groundskeeper wins White House post...	Nickel.dinky
11066	Valkoinen talo on palkannut paikallisen puutarhurin Doug Bravermanin kaivamaan reikiä ruusutarhaan.	Local groundskeeper Doug Braverman is hired by the White House to dig holes in the rose garden.	Nickel.dinky
11067	Ei pääotsikkoa tänään...	No headline today...	Nickel.dinky
11068	Nickel Newsilta loppui muste eikä voi julkaista tämän päivän leh	The Nickel News ran out of ink and cannot publish today's pap	Nickel.dinky
11069	Tehtaanvartija Reyes ylennettiin uudelleen...	Factory security guard Reyes promoted again...	Nickel.dinky
11070	Viiden ylennyksen jälkeen vartija ja ylpeä isä Reyes on nimitetty uuden PillowBear™-tehtaan turvallisuuspäälliköksi.	After five promotions, security guard and proud father Reyes has been made head of security at the new PillowBear™ factory.	Nickel.dinky
11071	Franklinin haamu kummittelee Edmund-hotellissa...	Ghost of Franklin haunts Edmund Hotel...	Nickel.dinky
11072	Huhutaan että Chuck Edmundin veli Franklin kummittelee Edmund-hotellissa. Kyyhkysveljekset tutkivat.	The ghost of Franklin, Chuck Edmund's brother, is said to haunt the local Edmund Hotel. Pigeon Brothers are on the case.	Nickel.dinky
11073	Ransome saa hyväntekeväisyyspalkinnon...	Ransome to receive philanthropy award...	Nickel.dinky
11074	Ransome palkitaan lukuisten maailmanlaajuisesti lapsia hyödyttävien projektiensa vuoksi.	Citing his various projects benefiting children around the world, the award will be bestowed on Ransome.	Nickel.dinky
11075	Katsotaanpa mitä sinulla on...	Let's see what you've got...	Nickel.dinky
11076	Katsotaanpa valokuviasi...	Let's take a look at your photos...	Nickel.dinky
11077	Katsotaanpa kuviasi...	Why don't we take a quick look at your photos...	Nickel.dinky
11078	Hauska! Metatasoa! Pidän tästä.	Funny! Very meta! I like this one.	Nickel.dinky
11079	Olen hyvin kuvauksellinen. Tosi hyvä kuva minusta.	I'm very photogenic. Nice one of me.	Nickel.dinky
11080	Hyvä otos!	Good one!	Nickel.dinky
11081	Tämä on kiva!	This is nice!	Nickel.dinky
11082	Täydellinen artikkelia varten!	Perfect for the story!	Nickel.dinky
11083	Hämmästyttävä!	Amazing!	Nickel.dinky
11084	Epäselvä...	Blurry...	Nickel.dinky
11085	Huono valaistus...	Poor lighting...	Nickel.dinky
11086	Huonosti sommiteltu...	Not framed well...	Nickel.dinky
11087	Epäkiinnostava...	Uninteresting...	Nickel.dinky
11088	Arkipäiväinen...	Mundane...	Nickel.dinky
11089	Amatöörimainen...	Amateurish...	Nickel.dinky
11090	Painu ottamaan kuvia siitä.	Get out there kid and take some photos.	Nickel.dinky
11091	Älä pahastu. Valokuvajournalismin hallitseminen vie jonkin aikaa.	Don't feel too bad. It takes a while to master photojournalism.	Nickel.dinky
11092	Tässä on hyvä otos!	That's a good shot!	Nickel.dinky
11093	Täällä on hyviä otoksia!	There are some good shots in there!	Nickel.dinky
11094	Nakkaan huonot kuvat roskikseen.	Let me get rid of the bad ones.	Nickel.dinky
11095	Pidä hyvät kuvat tallessa kunnes päivän työ on pulkassa.	You keep the good ones until you've finished today's work.	Nickel.dinky
11096	Mene ottamaan lisää kuvia, meillä on deadline.	Better get out there and take some more photos, we've got a deadline.	Nickel.dinky
11097	Isä? Kuollut? Aave?	Dad? Dead? A ghost?	Nickel.dinky
11098	Ei voi olla, olin hänen kanssa aamiaisella tänä aamuna.	That can't be, I had breakfast with him this morning.	Nickel.dinky
11099	Minun pitäisi löytää kamera ennen lähtöä. Natalie sanoi, että se on arkistokaapissa.	I should find the camera before setting out. Natalie said it is in the file cabinet.	Nickel.dinky
11100	Kyltin täytyy olla yhtä vanha kuin Nickel News!	That sign must be as old as the Nickel News!	Nickel.dinky
11101	Se on reliikki menneeltä aikakaudelta.	It's an old relic of a bygone era.	Nickel.dinky
11102	Printti on kuollut.	Print is dead.	Nickel.dinky
11103	Joskus kaikki tulee olemaan tietokoneella.	Someday it will all be on computers.	Nickel.dinky
11104	Ja Natalie on konkurssissa.	And Natalie will be out of business.	Nickel.dinky
11105	Mutta se on ok, koska sosiaalisesta mediasta tulee luotettavien uutisten lähde.	But that's OK because social media will take over as the trusted source of news.	Nickel.dinky
11106	Kaupunki ei näyttäisi linnun perspektiivistä tältä.	This is not how the town would look to a bird.	Nickel.dinky
11107	Se on Thimbleweed-piirikunnan kartta.	It's a map of Thimbleweed County.	Nickel.dinky
11108	Luulen että näen taloni.	I think I can see my house.	Nickel.dinky
11109	Nämä ovat vanhoja valokuvia Nickel Newsistä.	Those are old photos from the Nickel News.	Nickel.dinky
11110	Niissä on paljon historiaa.	There is a lot of history in those.	Nickel.dinky
11111	Se on tyhjä.	It's empty.	Nickel.dinky
11112	Siellä oli kamera.	There's the camera.	Nickel.dinky
11113	Täältä löysin kameran. Kaappi on nyt tyhjä.	This is where I found the camera. The cabinet is empty now.	Nickel.dinky
11114	Natalie sanoi, että kameran pitäisi olla täällä.	This is where Natalie said the camera should be.	Nickel.dinky
11115	Siellä täytyy olla vanhojen tarinoiden aarrearkku.	Must be a treasure trove of old stories in there.	Nickel.dinky
11116	Kuten Natalie sanoi, minun pitäisi katsoa onko kamera laatikossa.	I should look in the drawer and see if the camera is here, like Natalie said.	Nickel.dinky
11117	ovi	door	Nickel.dinky
11118	Nickel Newsin ovi	the Nickel News door	Nickel.dinky
11119	Poistu	Leave	Nickel.dinky
11120	Poistu toimituksesta	Leave the Nickel	Nickel.dinky
11121	kyltti	sign	Nickel.dinky
11122	painokone	printing press	Nickel.dinky
11123	kartta	map	Nickel.dinky
11124	vanhojen uutisten kuvat	old news photos	Nickel.dinky
11125	vanhojen uutisten kuvat	the old news photos	Nickel.dinky
11126	arkistokaappi	file cabinet	Nickel.dinky
11127	Näyttää siltä että katu on suljettu.	The street looks blocked off.	MainStreet.dinky
11128	Se haisee pahalle, mutta en usko että tämä näyttää tarpeeksi inhottavalta Natalielle.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11129	Se haisee pahalle, mutta en usko että tämä näyttää tarpeeksi inhottavalta Natalielle.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11130	Valokuvan on oltava parempi kuin palopostista tippuva vesi.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11131	Se on pahasti vuotava paloposti.	It's a very leaky fire hydrant.	MainStreet.dinky
11132	Ei vuoda enää!	No more leaks!	MainStreet.dinky
11133	Voisin saada kesätyön Kyyhkyssiskojen kanssa!	I could get a summer job with the Pigeon Sisters!	MainStreet.dinky
11134	Se haisee pahalle, mutta en usko että tämä näyttää tarpeeksi inhottavalta Natalielle.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11135	Valokuvan on oltava parempi kuin palopostista tippuva vesi.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11136	Se haisee pahalle, mutta en usko että tämä näyttää tarpeeksi inhottavalta Natalielle.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11137	Yöks! Se todella haisee.	Yikes! That really stinks.	MainStreet.dinky
11138	Jösses! Se haisee!	Gads! That smells!	MainStreet.dinky
11139	On kyllä tosi ällö löyhkä!	That sure is some stink!	MainStreet.dinky
11140	Miksi haistan sen vieläkin!	Why do I keep smelling that!	MainStreet.dinky
11141	Tuon pitäisi toimia.	That should do it.	MainStreet.dinky
11142	Vau! Jokin haisee todella pahalta.	Wow! Something smells really bad.	MainStreet.dinky
11143	Siellä näyttää melko pimeältä.	Looks pretty dark down there.	MainStreet.dinky
11144	Ravintola on avoinna.	The Diner is open for business.	MainStreet.dinky
11145	Heillä on uskomattoman hyvää ruokaa ja täydelliset terveysmerkinnät!	They have amazing food, and a perfect health record!	MainStreet.dinky
11146	Se on vaikuttava ovi.	That is an impressive door.	MainStreet.dinky
11147	Kyltissä lukee: ”Aputyövoimaa haetaan: Pankkivirkailija. Olemme suljettuna, kunnes löydämme sellaisen.”	Sign says: “Help Wanted: Bank Teller. Closed until we find one.”	MainStreet.dinky
11148	Thimbleweed Park oli hieno paikka kasvaa.	Thimbleweed Park was a great place to grow up.	MainStreet.dinky
11149	Moottoritie kaupunkiin on suljettu.	The highway into town is closed.	MainStreet.dinky
11150	Siinä lukee: "Willien kello- ja viulukorjaukset ...	It says “Willie's Watch & Violin Repairs...	MainStreet.dinky
11151	"Kellojen ja viulujen korjausta vuodesta 1957."	“Repairing watches and violins since 1957.”	MainStreet.dinky
11152	Luulen että tuo pieni kello ei ole aito.	I think the little clock is fake.	MainStreet.dinky
11153	Näyttää siltä, että Willien kello- ja viulukorjaamo on suljettu yöksi.	Looks like Willie's Watch & Violin Repairs is closed for the night.	MainStreet.dinky
11154	Öitä Willie!	Night Willie!	MainStreet.dinky
11155	Siellä ei ole kuvia puretuista kodeista.	There aren't any photos of demolished homes in there.	MainStreet.dinky
11156	Kuka haluaisi muuttaa tänne.	Who would want to move here.	MainStreet.dinky
11157	Yksi monista talouden uhreista.	One of the many casualties of the economy.	MainStreet.dinky
11158	En malta odottaa uuden PillowBear™-kaupan avautumista.	I can't wait for the new PillowBear™ store to open.	MainStreet.dinky
11159	Olen niin ylpeä isästä.	I'm so proud of Dad.	MainStreet.dinky
11160	Nämä PillowBears-nallet™ ovat niin söpöjä!	These PillowBears™ are so cute!	MainStreet.dinky
11161	Ne olivat täysin isän idea.	They were all Dad's idea.	MainStreet.dinky
11162	Se on liikennekartio. Jätän sen rauhaan.	It's a traffic cone. I'm going to leave it alone.	MainStreet.dinky
11163	A-kadulle	A Street	MainStreet.dinky
11164	B-kadulle	B Street	MainStreet.dinky
11165	palopostia	fire hydrant	MainStreet.dinky
11166	kujaa	alley	MainStreet.dinky
11167	kujaa	an alley	MainStreet.dinky
11168	ovi	door	MainStreet.dinky
11169	ravintolan ovi	the Diner door	MainStreet.dinky
11170	Käy sisään	Enter	MainStreet.dinky
11171	Käy sisään ravintolaan	Enter Diner	MainStreet.dinky
11172	pankin ovi	bank door	MainStreet.dinky
11173	pankin ovi	the bank door	MainStreet.dinky
11174	Käy sisään	Enter	MainStreet.dinky
11175	Käy sisään pankkiin	Enter bank	MainStreet.dinky
11176	kyltti	sign	MainStreet.dinky
11177	työpaikkailmoitus	a job posting	MainStreet.dinky
11178	kyltti	sign	MainStreet.dinky
11179	Thimbleweed Park -kyltti	the Thimbleweed Park sign	MainStreet.dinky
11180	moottoritie	the highway	MainStreet.dinky
11181	kellon korjaus -kyltti	watch repair sign	MainStreet.dinky
11182	ovi	door	MainStreet.dinky
11183	kiinteistönvälittäjän toimisto	realtor's office	MainStreet.dinky
11184	kiinteistönvälittäjän toimisto	the realtor's office	MainStreet.dinky
11185	kukkakauppaa	flower shop	MainStreet.dinky
11186	kukkakauppa	the flower shop	MainStreet.dinky
11187	Tulossa pian -lakanaa	Coming Soon	MainStreet.dinky
11188	uusi PillowBear™-liike	the new PillowBear™ store	MainStreet.dinky
11189	PillowBear™-kylttiä	PillowBear™ sign	MainStreet.dinky
11190	laitamille	outskirts	MainStreet.dinky
11191	Kaupungintalon ovi	City Hall door	MainStreet.dinky
11192	Kaupungintalon ovi	the City Hall door	MainStreet.dinky
11193	Käy sisään	Enter	MainStreet.dinky
11194	Mene kaupungintaloon	Enter City Hall	MainStreet.dinky
11195	liikennekartio	traffic cone	MainStreet.dinky
11196	liikennekartio	traffic cone	MainStreet.dinky
11197	liikennekartio	traffic cone	MainStreet.dinky
11198	Tervetuloa Quickie Paliin. Voinko auttaa jotenkin?	Welcome to Quickie Pal. Can I help you find anything?	QuickiePal.dinky
11199	itse tykkään kovasti suklaakonvehdeista.	I personally am really fond of the chocolate bon bons.	QuickiePal.dinky
11200	Kerro jos voin auttaa sinua löytämään jotain.	Let me know if I can help you find anything.	QuickiePal.dinky
11201	Kerro jos voin auttaa sinua löytämään jotain.	Let me know if I can help you find anything.	QuickiePal.dinky
11202	Kerro jos voin auttaa sinua löytämään jotain.	Let me know if I can help you find anything.	QuickiePal.dinky
11203	Kerro jos voin auttaa sinua löytämään jotain.	Let me know if I can help you find anything.	QuickiePal.dinky
11204	Kerro jos voin auttaa sinua löytämään jotain.	Let me know if I can help you find anything.	QuickiePal.dinky
11205	Kerro jos voin auttaa sinua löytämään jotain.	Let me know if I can help you with anything.	QuickiePal.dinky
11206	Kerro jos voin auttaa sinua löytämään jotain.	Let me know if I can help you with anything.	QuickiePal.dinky
11207	Olen täällä palvellakseni.	I'm here to serve.	QuickiePal.dinky
11208	Olen täällä palvellakseni.	I'm here to serve.	QuickiePal.dinky
11209	Olen täällä palvellakseni.	I'm here to serve.	QuickiePal.dinky
11210	Mitä tykkäät auringonlaskusta?	How about that sunset?	QuickiePal.dinky
11211	Mites se Ransome-klovni? Hän on tosi hauska.	How about that Ransome the Clown? He's so funny.	QuickiePal.dinky
11212	Älä unohda hankkia flunssarokotetta.	Don't forget to get your flu shot.	QuickiePal.dinky
11213	Haluaisitko vanhentunutta maitoa? 50 % alennus.	Want some expired milk? 50% off normal price.	QuickiePal.dinky
11214	Onpa hyvä että Kyyhkyssiskokset saivat rotta-ongelmamme hoidettua!	Sure glad the Pigeon Sisters got rid of our rat problem!	QuickiePal.dinky
11215	Haluatko ostaa Hienon Nahkatakin™?	Want to buy a Fine Leather Jacket™?	QuickiePal.dinky
11216	Ääks!	Yikes!	QuickiePal.dinky
11217	Ääks!	Yikes!	QuickiePal.dinky
11218	Juo!	Drink up!	QuickiePal.dinky
11219	Se on postituslaatikko.	It's a mail drop.	QuickiePal.dinky
11220	Se on matkamuisto, Thimbleweed Park T-paita!	It's a souvenir Thimbleweed Park T-shirt!	QuickiePal.dinky
11221	Siinä lukee “Lunasta 5 sentin pullopantti.”	It says “Redeem bottles here, 5¢.”	QuickiePal.dinky
11222	Ketään ei kiinnosta kasa laatikoita.	No one cares about a bunch of boxes.	QuickiePal.dinky
11223	Niissä kaikissa lukee, “Tusina PillowBearsejä™.”	They all say, “1 Dozen PillowBears™.”	QuickiePal.dinky
11224	Olen niin ylpeä siitä, että isä keksi tämän idean!	I'm so proud of Dad for thinking up this idea!	QuickiePal.dinky
11225	Se on rottavaa!	It's Ratastic!	QuickiePal.dinky
11226	Ehdottomasti ei ole uusi leluvillitys. Minulla oli sellainen, kun olin lapsi.	Definitely not a new toy craze. I had one when I was a kid.	QuickiePal.dinky
11227	Se on julkkiksen pää, mutta karkkiannostelijana tavallaan halventava. Tarvitsen paremman kuvan.	It's a celebrity's head, but kind of demeaning being a candy dispenser. I need a better photo.	QuickiePal.dinky
11228	Onpa paljon Ransome-karkkiannostelijoita.	That's a lot of Ransome candy dispensers.	QuickiePal.dinky
11229	Jaamme niitä "Ransome-klovnin Itsepäisten lasten talo"-kampanjan osana. Ota pois.	Giving them away as a promotion for the Ransome the Clown House for Wayward Kids. Take one.	QuickiePal.dinky
11230	Vain yksi per asiakas. Kaupan käytäntö.	It's one per customer. Corporate policy.	QuickiePal.dinky
11231	Pelaisin jos voitto olisi varma.	I'd play if it were a sure thing.	QuickiePal.dinky
11232	Quickie Palin ovi	Quickie Pal door	QuickiePal.dinky
11233	Quickie Palin ovi	the Quickie Pal door	QuickiePal.dinky
11234	Poistu	Leave	QuickiePal.dinky
11235	Poistu Quickie Palista	Leave the Quickie Pal	QuickiePal.dinky
11236	postilaatikkoa	mail drop	QuickiePal.dinky
11237	T-paita	T-shirt	QuickiePal.dinky
11238	kyltti	sign	QuickiePal.dinky
11239	laatikoita	boxes	QuickiePal.dinky
11240	laatikoita	boxes	QuickiePal.dinky
11241	rotta	rat	QuickiePal.dinky
11242	Ransome-karkkiannostelija	Ransome candy dispensers	QuickiePal.dinky
11243	Lotto	Lotto	QuickiePal.dinky
11244	Lotto-kyltti	the Lotto sign	QuickiePal.dinky
11245	Taitaa olla ratkaisu toisen pelin pulmaan.	Probably the solution to a puzzle in another game.	PostOffice.dinky
11246	Sillä punnitaan postia.	It's for weighing mail.	PostOffice.dinky
11247	Täältä voin postittaa Leonardin sähkölaskun.	This is where I could mail Leonard's electricity bill.	PostOffice.dinky
11248	Jos minulla olisi postia, laittaisin sen tänne.	If I had any mail, this is where I'd put it.	PostOffice.dinky
11249	Todellinen kuva Jeffersonista olisi paljon parempi.	An actual image of Jefferson would be much better.	PostOffice.dinky
11250	Se näyttää heinäkuuta... Siitä on kauan aikaa.	It's showing the month of July... That was a long time ago.	PostOffice.dinky
11251	Näyttää siltä, että valtion omaisuuden vandalisointi on todellinen ongelma. Minun täytyy kuvata esimerkki siitä.	Looks like government property vandalism really is a problem. I need to photograph an example of it.	PostOffice.dinky
11252	"Olisitko hyvä etkä enää yrittäisi murtautua postilaatikoihin."	“Please stop trying to break into the mailboxes.”	PostOffice.dinky
11253	Ne ovat lukittuja.	They are locked.	PostOffice.dinky
11254	Minulla ei ole yhdistelmää.	I don't have the combination.	PostOffice.dinky
11255	Paljon yksityisiä postilaatikoita.	That's a lot of private mailboxes.	PostOffice.dinky
11256	Postilaatikon vauriot ovat todella vähäisiä. Ei tarpeeksi hyvä valokuvaan.	The mailbox damage is really minor. Not good enough for the photo.	PostOffice.dinky
11257	Täällä on pimeää!	It's dark in there!	PostOffice.dinky
11258	Joudun isoihin vaikeuksiin tästä.	I'm going to get in so much trouble for this.	PostOffice.dinky
11259	Tämä postilaatikko näyttää hieman naarmuuntuneelta.	This mailbox looks a little scuffed up.	PostOffice.dinky
11260	Tämä ei tainnut olla fiksu idea.	I'm not so sure this was a smart idea.	PostOffice.dinky
11261	Ketään ei kiinnosta kasa laatikoita.	No one cares about a bunch of boxes.	PostOffice.dinky
11262	Kasa PillowBearsejä™, jotka odottavat postitusta.	It's a bunch of PillowBears™, waiting to be mailed out.	PostOffice.dinky
11263	Se oli isän idea!	That was Dad's idea!	PostOffice.dinky
11264	ovi	door	PostOffice.dinky
11265	Postikonttorin ovi	the Post Office door	PostOffice.dinky
11266	Poistu	Leave	PostOffice.dinky
11267	Poistu postitoimistosta	Leave the Post Office	PostOffice.dinky
11268	nauhaa	tape	PostOffice.dinky
11269	nauhaa	tape	PostOffice.dinky
11270	vaakaa	scale	PostOffice.dinky
11271	postilaatikkoa	mail drop	PostOffice.dinky
11272	kalenteria	calendar	PostOffice.dinky
11273	tärkeä ilmoitus	important notice	PostOffice.dinky
11274	tärkeä huomautus	an important notice	PostOffice.dinky
11275	postilaatikoita	mailboxes	PostOffice.dinky
11276	postilaatikot	mailboxes	PostOffice.dinky
11277	tuhottua postilaatikkoa	destroyed mailbox	PostOffice.dinky
11278	naarmuuntunutta postilaatikkoa	scuffed up mailbox	PostOffice.dinky
11279	laatikoita	boxes	PostOffice.dinky
11280	laatikoita	boxes	PostOffice.dinky
11281	Se on suljettu.	It's been shut off.	CityHall.dinky
11282	Vaikka se toimisi, en joisi siitä.	Even if it was working, I wouldn't drink from it.	CityHall.dinky
11283	Se on Thimbleweed-maakunnan sinetti!	It's the Thimbleweed tri-county seal!	CityHall.dinky
11284	Se on majesteettinen!	It's majestic!	CityHall.dinky
11285	Joku vanha tyyppi, joka on aika varmasti jo kuollut.	That's some old dude who I'm pretty sure is dead.	CityHall.dinky
11286	En tiedä kuka hän on, mutta hän ei ole kovin presidentillinen.	I don't know who he is, but he doesn't look very presidential.	CityHall.dinky
11287	Olen melko varma että se tuli kehysten mukana.	Pretty sure that came with the frame.	CityHall.dinky
11288	ovi	door	CityHall.dinky
11289	Poistu	Leave	CityHall.dinky
11290	Poistu kaupungintalosta	Leave City Hall	CityHall.dinky
11291	vesipiste	drinking fountain	CityHall.dinky
11292	sinetti	seal	CityHall.dinky
11293	Sheriffin toimiston ovi	Sheriff's Office door	CityHall.dinky
11294	Sheriffin toimiston ovi	the Sheriff's Office door	CityHall.dinky
11295	Käy sisään	Enter	CityHall.dinky
11296	Käy sisään Sheriffin toimistoon	Enter the Sheriff's Office	CityHall.dinky
11297	patologin toimiston ovi	Coroner's Office door	CityHall.dinky
11298	patologin toimiston ovi	the Coroner's Office door	CityHall.dinky
11299	Käy sisään	Enter	CityHall.dinky
11300	Käy sisään patologin toimistoon	Enter the Coroner's Office	CityHall.dinky
11301	maalaus	painting	CityHall.dinky
11302	maalaus	painting	CityHall.dinky
