id	text	en	loc
11086	Špatná kompozice...	Not framed well...	Nickel.dinky
11087	Nezajímavé...	Uninteresting...	Nickel.dinky
11088	Všední...	Mundane...	Nickel.dinky
11089	Amatérské...	Amateurish...	Nickel.dinky
11090	Jdi ven, holka, a foť.	Get out there kid and take some photos.	Nickel.dinky
11091	Nemusíš se cítit špatně. Zvládnout fotožurnalismus chvíli trvá.	Don't feel too bad. It takes a while to master photojournalism.	Nickel.dinky
11092	To je dobrá fotka!	That's a good shot!	Nickel.dinky
11093	Je tam pár dobrých fotek!	There are some good shots in there!	Nickel.dinky
11094	Ty nepovedené můžeme zahodit.	Let me get rid of the bad ones.	Nickel.dinky
11095	Nech si ty dobré, dokud nedokončíš dnešní práci.	You keep the good ones until you've finished today's work.	Nickel.dinky
11096	Raději vyraž do terénu a nafoť něco jiného, protože uzávěrka se blíží.	Better get out there and take some more photos, we've got a deadline.	Nickel.dinky
11097	Táta? Mrtvý? Duch?	Dad? Dead? A ghost?	Nickel.dinky
11098	To není možné, dnes ráno jsem s ním snídala.	That can't be, I had breakfast with him this morning.	Nickel.dinky
11099	Měl bych najít kameru, než půjdu ven. Natalie říkala, že je ve skříňce.	I should find the camera before setting out. Natalie said it is in the file cabinet.	Nickel.dinky
11100	Ten nápis musí být stejně starý jako Nickel News!	That sign must be as old as the Nickel News!	Nickel.dinky
11101	Je to stará relikvie z minulé éry.	It's an old relic of a bygone era.	Nickel.dinky
11102	Tisk je mrtvý.	Print is dead.	Nickel.dinky
11103	Jednou bude všechno v počítačích.	Someday it will all be on computers.	Nickel.dinky
11104	A Natalie zkrachuje.	And Natalie will be out of business.	Nickel.dinky
11105	Ale to je v pořádku, protože sociální média převezmou roli spolehlivého zdroje informací.	But that's OK because social media will take over as the trusted source of news.	Nickel.dinky
11106	Takhle by tedy pták město neviděl.	This is not how the town would look to a bird.	Nickel.dinky
11107	Je to mapa okresu Thimbleweed.	It's a map of Thimbleweed County.	Nickel.dinky
11108	Myslím, že vidím svůj dům.	I think I can see my house.	Nickel.dinky
11109	Tohle jsou staré fotky z Nickel News.	Those are old photos from the Nickel News.	Nickel.dinky
11110	Je v tom hodně historie.	There is a lot of history in those.	Nickel.dinky
11111	Je prázdná.	It's empty.	Nickel.dinky
11112	Tady je foťák.	There's the camera.	Nickel.dinky
11113	Tedy jsem našla foťák, ale teď už je skříňka prázdná.	This is where I found the camera. The cabinet is empty now.	Nickel.dinky
11114	Tady by podle Natalie měl být foťák.	This is where Natalie said the camera should be.	Nickel.dinky
11115	Musí to být pokladnice plná starých příběhů.	Must be a treasure trove of old stories in there.	Nickel.dinky
11116	Měla bych se podívat do zásuvky, jestli je tam ten foťák, jak říkala Natalie.	I should look in the drawer and see if the camera is here, like Natalie said.	Nickel.dinky
11117	dveře	door	Nickel.dinky
11118	dveří Nickel News	the Nickel News door	Nickel.dinky
11119	Odejít	Leave	Nickel.dinky
11120	Odejít z Nickel News	Leave the Nickel	Nickel.dinky
11121	ceduli	sign	Nickel.dinky
11122	tiskařský stroj	printing press	Nickel.dinky
11123	mapu	map	Nickel.dinky
11124	fotky starých novin	old news photos	Nickel.dinky
11125	fotek starých novin	the old news photos	Nickel.dinky
11126	kartotéku	file cabinet	Nickel.dinky
11127	Ulice je zatarasená.	The street looks blocked off.	MainStreet.dinky
11128	Fakt to smrdí, ale nemyslím, že by to vypadalo dost nechutně i pro Natalii.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11129	Fakt to smrdí, ale nemyslím, že by to vypadalo dost nechutně i pro Natalii.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11130	Ta fotka musí být něco lepšího než voda kapající z požárního hydrantu.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11131	Je to dost netěsnící hydrant.	It's a very leaky fire hydrant.	MainStreet.dinky
11132	Kapání zastaveno!	No more leaks!	MainStreet.dinky
11133	Mohla bych jít v létě na brigádu k Holubím sestrám!	I could get a summer job with the Pigeon Sisters!	MainStreet.dinky
11134	Fakt to smrdí, ale nemyslím, že by to vypadalo dost nechutně i pro Natalii.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11135	Ta fotka musí být něco lepšího než voda kapající z požárního hydrantu.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11136	Fakt to smrdí, ale nemyslím, že by to vypadalo dost nechutně i pro Natalii.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11137	Fuj! To je puch!	Yikes! That really stinks.	MainStreet.dinky
11138	Bože, to je smrad!	Gads! That smells!	MainStreet.dinky
11139	Tohle je fakt pořádný smrad.	That sure is some stink!	MainStreet.dinky
11140	Proč to pořád cítím?	Why do I keep smelling that!	MainStreet.dinky
11141	To by mělo stačit.	That should do it.	MainStreet.dinky
11142	Páni, tady něco příšerně smrdí!	Wow! Something smells really bad.	MainStreet.dinky
11143	Je tam pořádná tma.	Looks pretty dark down there.	MainStreet.dinky
11144	Bistro má otevřeno.	The Diner is open for business.	MainStreet.dinky
11145	Mají neuvěřitelné jídlo a perfektní záznamy u hygieny!	They have amazing food, and a perfect health record!	MainStreet.dinky
11146	To jsou tedy pořádné dveře.	That is an impressive door.	MainStreet.dinky
11147	Na cedulce se píše: “Hledáme pokladní. Zavřeno až do jejího nástupu.”	Sign says: “Help Wanted: Bank Teller. Closed until we find one.”	MainStreet.dinky
11148	Thimbleweed Park byl skvělým místem pro dospívání.	Thimbleweed Park was a great place to grow up.	MainStreet.dinky
11149	Dálnice do města je uzavřená.	The highway into town is closed.	MainStreet.dinky
11150	Stojí tady: “Willieho opravna hodinek a houslí...	It says “Willie's Watch & Violin Repairs...	MainStreet.dinky
11151	... opravy hodinek a houslí od roku 1957.”	“Repairing watches and violins since 1957.”	MainStreet.dinky
11152	Myslím, že ty malé hodinky jsou jen atrapa.	I think the little clock is fake.	MainStreet.dinky
11153	Zdá se, že Willieho opravna je už zavřená.	Looks like Willie's Watch & Violin Repairs is closed for the night.	MainStreet.dinky
11154	Dobrou, Willie!	Night Willie!	MainStreet.dinky
11155	Nejsou tu žádné fotky zbořených domů.	There aren't any photos of demolished homes in there.	MainStreet.dinky
11156	Kdo by se sem chtěl nastěhovat?	Who would want to move here.	MainStreet.dinky
11157	Jedna z mnoha obětí ekonomiky.	One of the many casualties of the economy.	MainStreet.dinky
11158	Nemůžu se dočkat, až se ten nový obchod PillowBear™ otevře.	I can't wait for the new PillowBear™ store to open.	MainStreet.dinky
11159	Jsem na tátu tak pyšná.	I'm so proud of Dad.	MainStreet.dinky
11160	Ti PillowBears™ jsou tak roztomilí!	These PillowBears™ are so cute!	MainStreet.dinky
11161	A všechno to byl tátův nápad.	They were all Dad's idea.	MainStreet.dinky
11162	Je to dopravní kužel. Raději ho nechám na pokoji.	It's a traffic cone. I'm going to leave it alone.	MainStreet.dinky
11163	na ulici A	A Street	MainStreet.dinky
11164	na ulici B	B Street	MainStreet.dinky
11165	hydrant	fire hydrant	MainStreet.dinky
11166	do uličky	alley	MainStreet.dinky
11167	uličky	an alley	MainStreet.dinky
11168	dveře	door	MainStreet.dinky
11169	dveře bistra	the Diner door	MainStreet.dinky
11170	Vchod	Enter	MainStreet.dinky
11171	Vejít do bistra	Enter Diner	MainStreet.dinky
11172	dveře banky	bank door	MainStreet.dinky
11173	dveře banky	the bank door	MainStreet.dinky
11174	vchod	Enter	MainStreet.dinky
11175	Vejít do banky	Enter bank	MainStreet.dinky
11176	ceduli	sign	MainStreet.dinky
11177	pracovní inzerát	a job posting	MainStreet.dinky
11178	ceduli	sign	MainStreet.dinky
11179	ceduli Thimbleweed Park	the Thimbleweed Park sign	MainStreet.dinky
11180	dálnici	the highway	MainStreet.dinky
11181	reklamu na opravy hodinek	watch repair sign	MainStreet.dinky
11182	dveře	door	MainStreet.dinky
11183	kancelář realitního makléře	realtor's office	MainStreet.dinky
11184	kanceláře realitního makléře	the realtor's office	MainStreet.dinky
11185	květinářství	flower shop	MainStreet.dinky
11186	květinářství	the flower shop	MainStreet.dinky
11187	“Již brzy“	Coming Soon	MainStreet.dinky
11188	nový obchod PillowBear™	the new PillowBear™ store	MainStreet.dinky
11189	znak PillowBear™	PillowBear™ sign	MainStreet.dinky
11190	na periferii	outskirts	MainStreet.dinky
11191	dveře radnice	City Hall door	MainStreet.dinky
11192	dveří radnice	the City Hall door	MainStreet.dinky
11193	Vchod	Enter	MainStreet.dinky
11194	Vejít na radnici	Enter City Hall	MainStreet.dinky
11195	dopravní kužel	traffic cone	MainStreet.dinky
11196	dopravní kužel	traffic cone	MainStreet.dinky
11197	dopravní kužel	traffic cone	MainStreet.dinky
11198	Vítejte v Quickie Pal! Potřebujete s něčím pomoct?	Welcome to Quickie Pal. Can I help you find anything?	QuickiePal.dinky
11199	Já osobně mám rád čokoládové bonbony.	I personally am really fond of the chocolate bon bons.	QuickiePal.dinky
11200	Dej mi vědět, jestli budeš potřebovat něco najít.	Let me know if I can help you find anything.	QuickiePal.dinky
11201	Dej mi vědět, jestli budeš potřebovat něco najít.	Let me know if I can help you find anything.	QuickiePal.dinky
11202	Dej mi vědět, jestli budeš potřebovat něco najít.	Let me know if I can help you find anything.	QuickiePal.dinky
11203	Dej mi vědět, jestli budeš potřebovat něco najít.	Let me know if I can help you find anything.	QuickiePal.dinky
11204	Dej mi vědět, jestli budeš potřebovat něco najít.	Let me know if I can help you find anything.	QuickiePal.dinky
11205	Dej mi vědět, jestli budeš potřebovat něco najít.	Let me know if I can help you with anything.	QuickiePal.dinky
11206	Dej mi vědět, jestli budeš potřebovat něco najít.	Let me know if I can help you with anything.	QuickiePal.dinky
11207	Jsem tu k vašim službám.	I'm here to serve.	QuickiePal.dinky
11208	Jsem tu k vašim službám.	I'm here to serve.	QuickiePal.dinky
11209	Jsem tu k vašim službám.	I'm here to serve.	QuickiePal.dinky
11210	A co ten západ slunce?	How about that sunset?	QuickiePal.dinky
11211	A co ten klaun Ransome? Je strašně vtipný.	How about that Ransome the Clown? He's so funny.	QuickiePal.dinky
11212	Nezapomeň na očkování proti chřipce.	Don't forget to get your flu shot.	QuickiePal.dinky
11213	Nechceš prošlé mléko? 50% sleva z původní ceny.	Want some expired milk? 50% off normal price.	QuickiePal.dinky
11214	Jsem rád, že nás Holubí sestry zbavily našeho problému s krysami!	Sure glad the Pigeon Sisters got rid of our rat problem!	QuickiePal.dinky
11215	Nechceš koupit Kvalitní koženou bundu™?	Want to buy a Fine Leather Jacket™?	QuickiePal.dinky
11216	Ježkovy zraky!	Yikes!	QuickiePal.dinky
11217	Ježkovy zraky!	Yikes!	QuickiePal.dinky
11218	Napijte se!	Drink up!	QuickiePal.dinky
11219	Je to poštovní schránka.	It's a mail drop.	QuickiePal.dinky
11220	Je to tričko z Thimbleweed Parku jako suvenýr!	It's a souvenir Thimbleweed Park T-shirt!	QuickiePal.dinky
11221	Píše se tu: “Vratné lahve, 5 centů za kus.”	It says “Redeem bottles here, 5¢.”	QuickiePal.dinky
11222	Hromada krabic nikoho nezajímá.	No one cares about a bunch of boxes.	QuickiePal.dinky
11223	Na všech se píše: “1 tucet PillowBears™”	They all say, “1 Dozen PillowBears™.”	QuickiePal.dinky
11224	Jsem na tátu za ten nápad moc hrdá!	I'm so proud of Dad for thinking up this idea!	QuickiePal.dinky
11225	Je to krysastické!	It's Ratastic!	QuickiePal.dinky
11226	Rozhodně to není nejnovější módní vlna. Měla jsem ho, když jsem byla malá.	Definitely not a new toy craze. I had one when I was a kid.	QuickiePal.dinky
11227	Je to sice hlava celebrity, ale trochu to kazí skutečnost, že je hlavně dávkovač bonbonů. Potřebuju lepší fotku.	It's a celebrity's head, but kind of demeaning being a candy dispenser. I need a better photo.	QuickiePal.dinky
11228	Spousta dávkovačů na bonbóny klauna Ransoma.	That's a lot of Ransome candy dispensers.	QuickiePal.dinky
11229	Rozdáváme je jako propagaci Ransomova domova pro nezvladatelné děti. Klidně ber.	Giving them away as a promotion for the Ransome the Clown House for Wayward Kids. Take one.	QuickiePal.dinky
11230	Pro každého zákazníka je jen jeden. Firemní politika.	It's one per customer. Corporate policy.	QuickiePal.dinky
11231	Hrála bych, kdybych měla jistotu výhry.	I'd play if it were a sure thing.	QuickiePal.dinky
11232	dveře Quickie Pal	Quickie Pal door	QuickiePal.dinky
11233	dveří Quickie Pal	the Quickie Pal door	QuickiePal.dinky
11234	Odejít	Leave	QuickiePal.dinky
11235	Odejít z Quickie Pal	Leave the Quickie Pal	QuickiePal.dinky
11236	poštovní schránku	mail drop	QuickiePal.dinky
11237	tričko	T-shirt	QuickiePal.dinky
11238	ceduli	sign	QuickiePal.dinky
11239	krabice	boxes	QuickiePal.dinky
11240	krabice	boxes	QuickiePal.dinky
11241	krysu	rat	QuickiePal.dinky
11242	dávkovač bonbonů Ransome	Ransome candy dispensers	QuickiePal.dinky
11243	Lotto	Lotto	QuickiePal.dinky
11244	ceduli Lotto	the Lotto sign	QuickiePal.dinky
11245	Pravděpodobně řešení hádanky v jiné hře.	Probably the solution to a puzzle in another game.	PostOffice.dinky
11246	To je na vážení pošty.	It's for weighing mail.	PostOffice.dinky
11247	Tady můžu odeslat Leonardův účet za elektřinu.	This is where I could mail Leonard's electricity bill.	PostOffice.dinky
11248	Kdybych měla nějakou poštu, hodila bych ji sem.	If I had any mail, this is where I'd put it.	PostOffice.dinky
11249	Skutečný obraz Jeffersona by byl mnohem lepší.	An actual image of Jefferson would be much better.	PostOffice.dinky
11250	Ukazuje to červenec... Ten už je dávno pryč.	It's showing the month of July... That was a long time ago.	PostOffice.dinky
11251	Měl bych najít kameru, než půjdu ven. Natalie říkala, že je ve skříňce.	Looks like government property vandalism really is a problem. I need to photograph an example of it.	PostOffice.dinky
11252	“Prosím, přestaňte se vloupávat do poštovních schránek.”	“Please stop trying to break into the mailboxes.”	PostOffice.dinky
11253	Jsou zamčené.	They are locked.	PostOffice.dinky
11254	Neznám kombinaci.	I don't have the combination.	PostOffice.dinky
11255	To je spousta soukromých schránek.	That's a lot of private mailboxes.	PostOffice.dinky
11256	Poškození téhle poštovní schránky je velmi malé. Na tu fotku to nestačí.	The mailbox damage is really minor. Not good enough for the photo.	PostOffice.dinky
11257	Je tam tma!	It's dark in there!	PostOffice.dinky
11258	Za tohle se nejspíš dostanu do velkých problémů.	I'm going to get in so much trouble for this.	PostOffice.dinky
11259	Tahle schránka vypadá trochu odřená.	This mailbox looks a little scuffed up.	PostOffice.dinky
11260	Nejsem si jistá, jestli to byl dobrý nápad.	I'm not so sure this was a smart idea.	PostOffice.dinky
11261	Hromada krabic nikoho nezajímá.	No one cares about a bunch of boxes.	PostOffice.dinky
11262	Je to spousta PillowBears™ čekajících na odeslání.	It's a bunch of PillowBears™, waiting to be mailed out.	PostOffice.dinky
11263	To byl tátův nápad!	That was Dad's idea!	PostOffice.dinky
11264	dveře	door	PostOffice.dinky
11265	dveře pošty	the Post Office door	PostOffice.dinky
11266	Odejít	Leave	PostOffice.dinky
11267	Odejít z pošty	Leave the Post Office	PostOffice.dinky
11268	lepicí pásku	tape	PostOffice.dinky
11269	lepicí pásku	tape	PostOffice.dinky
11270	váhu	scale	PostOffice.dinky
11271	poštovní schránku	mail drop	PostOffice.dinky
11272	kalendář	calendar	PostOffice.dinky
11273	důležité upozornění	important notice	PostOffice.dinky
11274	důležitého upozornění	an important notice	PostOffice.dinky
11275	poštovní skříňky	mailboxes	PostOffice.dinky
11276	poštovních skříněk	mailboxes	PostOffice.dinky
11277	rozbitou skříňku	destroyed mailbox	PostOffice.dinky
11278	odřenou skříňku	scuffed up mailbox	PostOffice.dinky
11279	balíky	boxes	PostOffice.dinky
11280	balíků	boxes	PostOffice.dinky
11281	Je to zastavené.	It's been shut off.	CityHall.dinky
11282	Ale i kdyby to fungovalo, tak bych z toho nepila.	Even if it was working, I wouldn't drink from it.	CityHall.dinky
11283	To je emblém okresu Thimbleweed!	It's the Thimbleweed tri-county seal!	CityHall.dinky
11284	Je majestátní!	It's majestic!	CityHall.dinky
11285	To je nějaký starý týpek, který je už určitě mrtvý.	That's some old dude who I'm pretty sure is dead.	CityHall.dinky
11286	Nevím, kdo to je, ale nevypadá moc prezidentsky.	I don't know who he is, but he doesn't look very presidential.	CityHall.dinky
11287	Jsem si jistá, že to koupili už s rámem.	Pretty sure that came with the frame.	CityHall.dinky
11288	dveře	door	CityHall.dinky
11289	Odejít	Leave	CityHall.dinky
11290	Odejít z radnice	Leave City Hall	CityHall.dinky
11291	fontánku	drinking fountain	CityHall.dinky
11292	emblém	seal	CityHall.dinky
11293	dveře šerifovy kanceláře	Sheriff's Office door	CityHall.dinky
11294	dveří šerifovy kanceláře	the Sheriff's Office door	CityHall.dinky
11295	Vejít	Enter	CityHall.dinky
11296	Vejít do šerifovy kanceláře	Enter the Sheriff's Office	CityHall.dinky
11297	dveře koronerovy kanceláře	Coroner's Office door	CityHall.dinky
11298	dveří koronerovy kanceláře	the Coroner's Office door	CityHall.dinky
11299	Vejít	Enter	CityHall.dinky
11300	Vejít do koronerovy kanceláře	Enter the Coroner's Office	CityHall.dinky
11301	obraz	painting	CityHall.dinky
11302	obraz	painting	CityHall.dinky
11303	Tyhle věci byly děsivé. Jsem ráda, že už jsou vypnuté.	These things were creepy. I'm glad they were deactivated.	QuickiePalOutside.dinky
11304	Slyšela jsem, že sledovali vaše výpůjčky a tyhle informace pak prodávali dalším firmám. Brr!	I heard they actually tracked your movie rentals and shared the information with unknown companies. **SHIVER**	QuickiePalOutside.dinky
11305	dveře Quickie Pal	Quickie Pal door	QuickiePalOutside.dinky
11306	dveří Quickie Pal	the Quickie Pal door	QuickiePalOutside.dinky
11307	Vejít	Enter	QuickiePalOutside.dinky
11308	Vejít do Quickie Pal	Enter the Quickie Pal	QuickiePalOutside.dinky
11309	na Hlavní ulici	Main Street	QuickiePalOutside.dinky
11310	dveře záchodu	bathroom door	QuickiePalOutside.dinky
11311	dveří záchodu	the bathroom door	QuickiePalOutside.dinky
11312	Vejít	Enter	QuickiePalOutside.dinky
11313	Vejít na záchod	Enter bathroom	QuickiePalOutside.dinky
11314	na vyhlídku	vista	QuickiePalOutside.dinky
11315	MovieTron 3000™	MovieTron 3000™	QuickiePalOutside.dinky
11316	MovieTronu 3000™	the MovieTron 3000™	QuickiePalOutside.dinky
11317	Je to starý plakát s klaunem Ransomem.	It's an old Ransome the Clown poster.	Alleyway.dinky
11318	Myslím, že mi ze všeho nejvíc chybí jeho brilantní satirická vystoupení.	I think I miss his brilliant performance satire most of all.	Alleyway.dinky
11319	Trochu artové, ale nemyslím, že to Natalii bude chtít použít.	Kind of artsy, but I don't think Natalie will want this one.	Alleyway.dinky
