id	text	en	loc
11052	Para celebrar su último premio, la Cafetería S&D está regalando vasos gratis conmemorativos con cada compra.	In celebration of their latest award, the S&D Diner is giving a free commemorative glass with every purchase.	Nickel.dinky
11053	Arte por Eltron va a reabrir como tienda de PillowBear™...	Art by Eltron to re-open as PillowBear™ store...	Nickel.dinky
11054	La tienda llamada por los lugareños como Arte por Eltron reabrirá como tienda de PillowBear™ a principios de Mayo.	The store referred to by locals as Art by Eltron will re-open as a PillowBear™ factory outlet in early May.	Nickel.dinky
11055	El cuarto de baño de Quickie Pal, un lugar tóxico...	Quickie Pal bathroom a toxic site...	Nickel.dinky
11056	Agencias federales han designado el cuarto de baño de Quickie Pal como un lugar tóxico de Clase 5. Limpieza debería comenzar pronto.	Federal agencies have designated the Quickie Pal bathroom a Class 5 toxic site. Clean-up should begin soon.	Nickel.dinky
11057	Lenore Edmund desahuciada...	Lenore Edmund evicted...	Nickel.dinky
11058	Después de que el banco embargara la mansión de Chuck Edmund, Lenore Edmund fue desahuciada gritando “¡Sabes quién soy!”	After the bank repossessed Chuck Edmund's mansion, Lenore Edmund was evicted while screaming “Do you know who I am!”	Nickel.dinky
11059	Rarita esotérica Madame Morena le cuenta al pueblo...	Occult oddball Madame Morena tells town...	Nickel.dinky
11060	Nunca maldecería a nadie, eso iría más allá incluso de mi magia negra. ¡Venid a las rebajas!	I would never curse anyone, that would go beyond even my black magic. Come for the big blow-out sale!	Nickel.dinky
11061	Lugareña consigue un trabajo prestigioso en MmucasFlem Games...	Local nets prestigious job at MmucasFlem Games...	Nickel.dinky
11062	¡Delores Edmund sacude la reciente agitación familiar y está de camino a la cima de la industria de los videojuegos!	Delores Edmund seems to have shaken recent family turmoil and is on her way to the top of the game industry!	Nickel.dinky
11063	Mimo aplaude silenciosamente por Ransome...	Mime applauds silently for Ransome...	Nickel.dinky
11064	Mientras hacía señas de que era el mejor show que había visto, el Mimo local hace cola para su 4to show de Ransome consecutivo.	While miming that it was the best show he'd ever seen, local Mime stands in line for 4th Ransome show in a row.	Nickel.dinky
11065	Jardinero local gana un puesto en la Casa Blanca...	Local groundskeeper wins White House post...	Nickel.dinky
11066	El jardinero local Doug Braverman ha sido contratado por la Casa Blanca para cavar hoyos en el jardín de rosas.	Local groundskeeper Doug Braverman is hired by the White House to dig holes in the rose garden.	Nickel.dinky
11067	Ningún titular hoy...	No headline today...	Nickel.dinky
11068	El Nickel News se ha quedado sin tinta y no puede publicar el reportaje de hoy	The Nickel News ran out of ink and cannot publish today's pap	Nickel.dinky
11069	Guardia de seguridad de la fábrica, Reyes, ascendido otra vez...	Factory security guard Reyes promoted again...	Nickel.dinky
11070	Tras cinco ascensos, Reyes, guardia de seguridad y padre orgulloso, ha sido nombrado jefe de seguridad de la nueva fábrica PillowBear™.	After five promotions, security guard and proud father Reyes has been made head of security at the new PillowBear™ factory.	Nickel.dinky
11071	El fantasma de Franklin vaga por el Hotel Edmund...	Ghost of Franklin haunts Edmund Hotel...	Nickel.dinky
11072	Se rumorea que el fantasma de Franklin, hermano de Chuck Edmund, vaga por el Hotel Edmund. Los Pigeon Brothers investigan el caso.	The ghost of Franklin, Chuck Edmund's brother, is said to haunt the local Edmund Hotel. Pigeon Brothers are on the case.	Nickel.dinky
11073	Ransome recibirá un premio de filantropía...	Ransome to receive philanthropy award...	Nickel.dinky
11074	Citando sus diversos proyectos que benefician a niños de todo el mundo, el premio se otorgará a Ransome.	Citing his various projects benefiting children around the world, the award will be bestowed on Ransome.	Nickel.dinky
11075	Vamos a ver qué tienes...	Let's see what you've got...	Nickel.dinky
11076	Vamos a echarle un vistazo a tus fotos...	Let's take a look at your photos...	Nickel.dinky
11077	Por qué no le echamos un vistazo a tus fotos...	Why don't we take a quick look at your photos...	Nickel.dinky
11078	¡Graciosa! ¡Muy meta! Me gusta esta.	Funny! Very meta! I like this one.	Nickel.dinky
11079	Soy muy fotogénica. Bonita foto mía.	I'm very photogenic. Nice one of me.	Nickel.dinky
11080	¡Buena!	Good one!	Nickel.dinky
11081	¡Esta está bien!	This is nice!	Nickel.dinky
11082	¡Perfecta para el reportaje!	Perfect for the story!	Nickel.dinky
11083	¡Asombrosa!	Amazing!	Nickel.dinky
11084	Borrosa...	Blurry...	Nickel.dinky
11085	Mala iluminación...	Poor lighting...	Nickel.dinky
11086	Mal enmarcada...	Not framed well...	Nickel.dinky
11087	Poco interesante...	Uninteresting...	Nickel.dinky
11088	Mundana...	Mundane...	Nickel.dinky
11089	Aficionada...	Amateurish...	Nickel.dinky
11090	Sal de ahí chica y haz algunas fotos.	Get out there kid and take some photos.	Nickel.dinky
11091	No te sientas tan mal. Toma un tiempo dominar el fotoperiodismo.	Don't feel too bad. It takes a while to master photojournalism.	Nickel.dinky
11092	¡Esa es una buena toma!	That's a good shot!	Nickel.dinky
11093	¡Hay buenas tomas ahí!	There are some good shots in there!	Nickel.dinky
11094	Déjame deshacerme de las malas.	Let me get rid of the bad ones.	Nickel.dinky
11095	Quédate con las buenas hasta que hayas terminado el trabajo de hoy.	You keep the good ones until you've finished today's work.	Nickel.dinky
11096	Mejor sal de ahí y haz algunas fotos, tenemos un fecha límite.	Better get out there and take some more photos, we've got a deadline.	Nickel.dinky
11097	¿Papá? ¿Muerto? ¿Un fantasma?	Dad? Dead? A ghost?	Nickel.dinky
11098	No puede ser, desayuné con él esta mañana.	That can't be, I had breakfast with him this morning.	Nickel.dinky
11099	Debería encontrar la cámara antes de salir. Natalie dijo que estaba en el archivador.	I should find the camera before setting out. Natalie said it is in the file cabinet.	Nickel.dinky
11100	¡Ese letrero debe de ser tan viejo como el Nickel News!	That sign must be as old as the Nickel News!	Nickel.dinky
11101	Es una vieja reliquia de una época pasada.	It's an old relic of a bygone era.	Nickel.dinky
11102	No hay tinta.	Print is dead.	Nickel.dinky
11103	Algún día todo estará en los ordenadores.	Someday it will all be on computers.	Nickel.dinky
11104	Y Natalie se quedará sin trabajo.	And Natalie will be out of business.	Nickel.dinky
11105	Pero no pasa nada porque las redes sociales se harán cargo como la fuente de noticias confiable.	But that's OK because social media will take over as the trusted source of news.	Nickel.dinky
11106	Así no es como un pájaro vería el pueblo.	This is not how the town would look to a bird.	Nickel.dinky
11107	Es un mapa de Thimbleweed County.	It's a map of Thimbleweed County.	Nickel.dinky
11108	Creo que puedo ver mi casa.	I think I can see my house.	Nickel.dinky
11109	Esas son fotos antiguas del Nickel News.	Those are old photos from the Nickel News.	Nickel.dinky
11110	Hay mucha historia en ellas.	There is a lot of history in those.	Nickel.dinky
11111	Está vacío.	It's empty.	Nickel.dinky
11112	Ahí está la cámara.	There's the camera.	Nickel.dinky
11113	Aquí es donde encontré la cámara. El archivador está vacío ahora.	This is where I found the camera. The cabinet is empty now.	Nickel.dinky
11114	Aquí es donde Natalie dijo que debería estar la cámara.	This is where Natalie said the camera should be.	Nickel.dinky
11115	Debe de haber un tesoro de viejas historias ahí.	Must be a treasure trove of old stories in there.	Nickel.dinky
11116	Debería mirar en el cajón y ver si la cámara está ahí, como dijo Natalie.	I should look in the drawer and see if the camera is here, like Natalie said.	Nickel.dinky
11117	puerta	door	Nickel.dinky
11118	puerta del Nickel News	the Nickel News door	Nickel.dinky
11119	Salir	Leave	Nickel.dinky
11120	Salir del Nickel	Leave the Nickel	Nickel.dinky
11121	letrero	sign	Nickel.dinky
11122	imprenta	printing press	Nickel.dinky
11123	mapa	map	Nickel.dinky
11124	fotos viejas de noticias	old news photos	Nickel.dinky
11125	las fotos viejas de noticias	the old news photos	Nickel.dinky
11126	archivador	file cabinet	Nickel.dinky
11127	La calle parece cortada.	The street looks blocked off.	MainStreet.dinky
11128	Huele realmente mal, pero no creo que sea lo suficientemente asqueroso para Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11129	Huele realmente mal, pero no creo que sea lo suficientemente asqueroso para Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11130	La foto tiene que ser mejor que agua goteando de una boca de incendio.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11131	Es una boca de incendio que gotea.	It's a very leaky fire hydrant.	MainStreet.dinky
11132	¡No más fugas!	No more leaks!	MainStreet.dinky
11133	¡Podría conseguir un trabajo de verano con las Pigeon Sisters!	I could get a summer job with the Pigeon Sisters!	MainStreet.dinky
11134	Huele realmente mal, pero no creo que sea lo suficientemente asqueroso para Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11135	La foto tiene que ser mejor que agua goteando de una boca de incendio.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11136	Huele realmente mal, pero no creo que sea lo suficientemente asqueroso para Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11137	¡Ay! Eso apesta.	Yikes! That really stinks.	MainStreet.dinky
11138	¡Ay! ¡Eso huele fatal!	Gads! That smells!	MainStreet.dinky
11139	¡Eso sí que es un mal olor!	That sure is some stink!	MainStreet.dinky
11140	¡Por qué sigo oliendo eso!	Why do I keep smelling that!	MainStreet.dinky
11141	Con eso debería bastar.	That should do it.	MainStreet.dinky
11142	¡Wow! Algo huele muy mal.	Wow! Something smells really bad.	MainStreet.dinky
11143	Parece muy oscuro ahí abajo.	Looks pretty dark down there.	MainStreet.dinky
11144	La Cafetería está abierta para negocios.	The Diner is open for business.	MainStreet.dinky
11145	¡Tienen una comida asombrosa, y un historial médico perfecto!	They have amazing food, and a perfect health record!	MainStreet.dinky
11146	Esa es una puerta impresionante.	That is an impressive door.	MainStreet.dinky
11147	El letrero dice: “Se busca ayuda: Cajero. Cerrado hasta que encontremos uno.”	Sign says: “Help Wanted: Bank Teller. Closed until we find one.”	MainStreet.dinky
11148	Thimbleweed Park fue un gran sitio para crecer.	Thimbleweed Park was a great place to grow up.	MainStreet.dinky
11149	La carretera al pueblo está cortada.	The highway into town is closed.	MainStreet.dinky
11150	Pone “Taller de Relojes y Violines de Willie...	It says “Willie's Watch & Violin Repairs...	MainStreet.dinky
11151	“Reparando relojes y violines desde 1957.”	“Repairing watches and violins since 1957.”	MainStreet.dinky
11152	Creo que el reloj pequeño es falso.	I think the little clock is fake.	MainStreet.dinky
11153	Parece que el Taller de Relojes y Violines de Willie está cerrado por la noche.	Looks like Willie's Watch & Violin Repairs is closed for the night.	MainStreet.dinky
11154	¡Buenas noches Willie!	Night Willie!	MainStreet.dinky
11155	No hay ninguna foto de casas demolidas ahí..	There aren't any photos of demolished homes in there.	MainStreet.dinky
11156	Quién querría mudarse aquí.	Who would want to move here.	MainStreet.dinky
11157	Una de las muchas casualidades de la economía.	One of the many casualties of the economy.	MainStreet.dinky
11158	No puedo esperar a que la nueva tienda de PillowBear™ abra.	I can't wait for the new PillowBear™ store to open.	MainStreet.dinky
11159	Estoy tan orgullosa de Papá.	I'm so proud of Dad.	MainStreet.dinky
11160	¡Estos PillowBears™ son tan monos!	These PillowBears™ are so cute!	MainStreet.dinky
11161	Fueron todos idea de Papá.	They were all Dad's idea.	MainStreet.dinky
11162	Es un cono de tráfico. Voy a dejarlo tranquilo.	It's a traffic cone. I'm going to leave it alone.	MainStreet.dinky
11163	A Street	A Street	MainStreet.dinky
11164	B Street	B Street	MainStreet.dinky
11165	boca de incendio	fire hydrant	MainStreet.dinky
11166	callejón	alley	MainStreet.dinky
11167	un callejón	an alley	MainStreet.dinky
11168	puerta	door	MainStreet.dinky
11169	la puerta de la Cafetería	the Diner door	MainStreet.dinky
11170	Entrar	Enter	MainStreet.dinky
11171	Entrar a la Cafetería	Enter Diner	MainStreet.dinky
11172	puerta del banco	bank door	MainStreet.dinky
11173	la puerta del banco	the bank door	MainStreet.dinky
11174	Entrar	Enter	MainStreet.dinky
11175	Entrar al banco	Enter bank	MainStreet.dinky
11176	letrero	sign	MainStreet.dinky
11177	una oferta de trabajo	a job posting	MainStreet.dinky
11178	letrero	sign	MainStreet.dinky
11179	el letrero de Thimbleweed Park	the Thimbleweed Park sign	MainStreet.dinky
11180	la carretera	the highway	MainStreet.dinky
11181	letrero del taller de relojes	watch repair sign	MainStreet.dinky
11182	puerta	door	MainStreet.dinky
11183	agencia inmobiliaria	realtor's office	MainStreet.dinky
11184	la agencia inmobiliaria	the realtor's office	MainStreet.dinky
11185	tienda de flores	flower shop	MainStreet.dinky
11186	la tienda de flores	the flower shop	MainStreet.dinky
11187	Próximamente	Coming Soon	MainStreet.dinky
11188	la nueva tienda de PillowBear™	the new PillowBear™ store	MainStreet.dinky
11189	letrero PillowBear™	PillowBear™ sign	MainStreet.dinky
11190	afueras del pueblo	outskirts	MainStreet.dinky
11191	puerta del Ayuntamiento	City Hall door	MainStreet.dinky
11192	la puerta del Ayuntamiento	the City Hall door	MainStreet.dinky
11193	Entrar	Enter	MainStreet.dinky
11194	Entrar al Ayuntamiento	Enter City Hall	MainStreet.dinky
11195	cono de tráfico	traffic cone	MainStreet.dinky
11196	cono de tráfico	traffic cone	MainStreet.dinky
11197	cono de tráfico	traffic cone	MainStreet.dinky
11198	Te doy la bienvenida al Quickie Pal. ¿Te ayudo a encontrar algo?	Welcome to Quickie Pal. Can I help you find anything?	QuickiePal.dinky
11199	Yo personalmente soy muy aficionado a los bombones de chocolate.	I personally am really fond of the chocolate bon bons.	QuickiePal.dinky
11200	Avísame si necesitas ayuda para encontrar algo.	Let me know if I can help you find anything.	QuickiePal.dinky
11201	Avísame si necesitas ayuda para encontrar algo.	Let me know if I can help you find anything.	QuickiePal.dinky
11202	Avísame si necesitas ayuda para encontrar algo.	Let me know if I can help you find anything.	QuickiePal.dinky
11203	Avísame si necesitas ayuda para encontrar algo.	Let me know if I can help you find anything.	QuickiePal.dinky
11204	Avísame si necesitas ayuda para encontrar algo.	Let me know if I can help you find anything.	QuickiePal.dinky
11205	Avísame si necesitas ayuda para encontrar algo.	Let me know if I can help you with anything.	QuickiePal.dinky
11206	Avísame si necesitas ayuda para encontrar algo.	Let me know if I can help you with anything.	QuickiePal.dinky
11207	Estoy a tu servicio.	I'm here to serve.	QuickiePal.dinky
11208	Estoy a tu servicio.	I'm here to serve.	QuickiePal.dinky
11209	Estoy a tu servicio.	I'm here to serve.	QuickiePal.dinky
11210	¿Qué tal esa puesta de sol?	How about that sunset?	QuickiePal.dinky
11211	¿Qué tal ese Payaso Ransome? Es tan gracioso.	How about that Ransome the Clown? He's so funny.	QuickiePal.dinky
11212	No olvides vacunarte contra la gripe.	Don't forget to get your flu shot.	QuickiePal.dinky
11213	¿Quieres un poco de leche caducada? Con un 50% de descuento.	Want some expired milk? 50% off normal price.	QuickiePal.dinky
11214	¡Me alegro de que las Pigeon Sisters se deshicieran de nuestro problema con las ratas!	Sure glad the Pigeon Sisters got rid of our rat problem!	QuickiePal.dinky
11215	¿Quieres comprar un Fine Leather Jacket™?	Want to buy a Fine Leather Jacket™?	QuickiePal.dinky
11216	¡Ay!	Yikes!	QuickiePal.dinky
11217	¡Ay!	Yikes!	QuickiePal.dinky
11218	¡Bébetelo entero!	Drink up!	QuickiePal.dinky
11219	Es una ranura del correo.	It's a mail drop.	QuickiePal.dinky
11220	¡Es una camiseta de recuerdo de Thimbleweed Park!	It's a souvenir Thimbleweed Park T-shirt!	QuickiePal.dinky
11221	Pone “Recogemos botellas, 5¢.”	It says “Redeem bottles here, 5¢.”	QuickiePal.dinky
11222	A nadie le importa un montón de cajas.	No one cares about a bunch of boxes.	QuickiePal.dinky
11223	Todas dicen, “1 Docena de PillowBears™.”	They all say, “1 Dozen PillowBears™.”	QuickiePal.dinky
11224	¡Estoy tan orgullosa de Papá por pensar en esta idea!	I'm so proud of Dad for thinking up this idea!	QuickiePal.dinky
11225	¡Es Ratástico!	It's Ratastic!	QuickiePal.dinky
11226	Definitivamente no es una nueva moda de juguetes. Tenía uno cuando era pequeña.	Definitely not a new toy craze. I had one when I was a kid.	QuickiePal.dinky
11227	Es la cabeza de una celebridad, pero un poco menospreciable estando en un dispensador de caramelos. Necesito una foto mejor.	It's a celebrity's head, but kind of demeaning being a candy dispenser. I need a better photo.	QuickiePal.dinky
11228	Son un montón de dispensadores de caramelos de Ransome.	That's a lot of Ransome candy dispensers.	QuickiePal.dinky
11229	Estamos regalándolos por la promoción de la Casa del Payaso Ransome para Niños Caprichosos. Coge uno.	Giving them away as a promotion for the Ransome the Clown House for Wayward Kids. Take one.	QuickiePal.dinky
11230	Es uno por cliente. Política corporativa.	It's one per customer. Corporate policy.	QuickiePal.dinky
11231	Jugaría si fuera algo seguro.	I'd play if it were a sure thing.	QuickiePal.dinky
11232	puerta del Quickie Pal	Quickie Pal door	QuickiePal.dinky
11233	la puerta del Quickie Pal	the Quickie Pal door	QuickiePal.dinky
11234	Salir	Leave	QuickiePal.dinky
11235	Salir del Quickie Pal	Leave the Quickie Pal	QuickiePal.dinky
11236	ranura del correo	mail drop	QuickiePal.dinky
11237	camiseta	T-shirt	QuickiePal.dinky
11238	letrero	sign	QuickiePal.dinky
11239	cajas	boxes	QuickiePal.dinky
11240	cajas	boxes	QuickiePal.dinky
11241	rata	rat	QuickiePal.dinky
11242	dispensadores de caramelos de Ransome	Ransome candy dispensers	QuickiePal.dinky
11243	Lotería	Lotto	QuickiePal.dinky
11244	el letrero de la Lotería	the Lotto sign	QuickiePal.dinky
11245	Probablemente la solución a un puzle en otro juego.	Probably the solution to a puzzle in another game.	PostOffice.dinky
11246	Es para pesar el correo.	It's for weighing mail.	PostOffice.dinky
11247	Aquí es donde podría enviar la factura de la electricidad de Leonard.	This is where I could mail Leonard's electricity bill.	PostOffice.dinky
11248	Si tuviera algo que enviar, aquí es donde lo pondría.	If I had any mail, this is where I'd put it.	PostOffice.dinky
11249	Una imagen real de Jefferson sería mucho mejor.	An actual image of Jefferson would be much better.	PostOffice.dinky
11250	Está mostrando el mes de Julio... Eso fue hace mucho tiempo.	It's showing the month of July... That was a long time ago.	PostOffice.dinky
11251	Parece que el vandalismo de la propiedad del gobierno es realmente un problema. I need to photograph an example of it.	Looks like government property vandalism really is a problem. I need to photograph an example of it.	PostOffice.dinky
11252	“Por favor, dejad de intentar abrir los buzones.”	“Please stop trying to break into the mailboxes.”	PostOffice.dinky
11253	Están cerrados.	They are locked.	PostOffice.dinky
11254	No tengo la combinación.	I don't have the combination.	PostOffice.dinky
11255	Esos son muchos buzones privados.	That's a lot of private mailboxes.	PostOffice.dinky
11256	El daño del buzón es mínimo. No es lo suficientemente bueno para la foto.	The mailbox damage is really minor. Not good enough for the photo.	PostOffice.dinky
11257	¡Está muy oscuro ahí!	It's dark in there!	PostOffice.dinky
11258	Me voy a meter en un buen lío por esto.	I'm going to get in so much trouble for this.	PostOffice.dinky
11259	Este buzón parece un poco desgastado.	This mailbox looks a little scuffed up.	PostOffice.dinky
11260	No estoy tan segura de que esto fuera una buena idea.	I'm not so sure this was a smart idea.	PostOffice.dinky
11261	A nadie le importa un montón de cajas.	No one cares about a bunch of boxes.	PostOffice.dinky
11262	Son un montón de PillowBears™, esperando para ser enviados.	It's a bunch of PillowBears™, waiting to be mailed out.	PostOffice.dinky
11263	¡Eso fue idea de Papá!	That was Dad's idea!	PostOffice.dinky
11264	puerta	door	PostOffice.dinky
11265	la puerta de la Oficina de Correos	the Post Office door	PostOffice.dinky
11266	Salir	Leave	PostOffice.dinky
11267	Salir de la Oficina de Correos	Leave the Post Office	PostOffice.dinky
11268	cinta adhesiva	tape	PostOffice.dinky
11269	cinta adhesiva	tape	PostOffice.dinky
11270	báscula de correos	scale	PostOffice.dinky
11271	ranura del correo	mail drop	PostOffice.dinky
11272	calendario	calendar	PostOffice.dinky
11273	aviso importante	important notice	PostOffice.dinky
11274	un aviso importante	an important notice	PostOffice.dinky
11275	buzones	mailboxes	PostOffice.dinky
11276	buzones	mailboxes	PostOffice.dinky
11277	buzón destruido	destroyed mailbox	PostOffice.dinky
11278	buzón desgastado	scuffed up mailbox	PostOffice.dinky
11279	cajas	boxes	PostOffice.dinky
11280	cajas	boxes	PostOffice.dinky
11281	Ha sido apagada.	It's been shut off.	CityHall.dinky
11282	Incluso si funcionara, no bebería de ahí.	Even if it was working, I wouldn't drink from it.	CityHall.dinky
11283	¡Es el emblema tricondal de Thimbleweed!	It's the Thimbleweed tri-county seal!	CityHall.dinky
11284	¡Es majestuoso!	It's majestic!	CityHall.dinky
11285	Ese es un tío viejo que estoy bastante segura de que está muerto. 	That's some old dude who I'm pretty sure is dead. 	CityHall.dinky
11286	No sé quién es, pero no parece muy presidencial.	I don't know who he is, but he doesn't look very presidential.	CityHall.dinky
11287	Estoy bastante segura de que eso vino con el marco.	Pretty sure that came with the frame.	CityHall.dinky
11288	puerta	door	CityHall.dinky
11289	Salir	Leave	CityHall.dinky
11290	Salir del Ayuntamiento	Leave City Hall	CityHall.dinky
11291	fuente de agua	drinking fountain	CityHall.dinky
11292	emblema de la ciudad	seal	CityHall.dinky
11293	puerta de la Oficina del Sheriff	Sheriff's Office door	CityHall.dinky
11294	la puerta de la Oficina del Sheriff	the Sheriff's Office door	CityHall.dinky
11295	Entrar	Enter	CityHall.dinky
11296	Entrar a la Oficina del Sheriff	Enter the Sheriff's Office	CityHall.dinky
11297	puerta de la Oficina del Forense	Coroner's Office door	CityHall.dinky
11298	la puerta de la Oficina del Forense	the Coroner's Office door	CityHall.dinky
11299	Entrar	Enter	CityHall.dinky
11300	Entrar a la Oficina del Forense	Enter the Coroner's Office	CityHall.dinky
11301	cuadro	painting	CityHall.dinky
11302	cuadro	painting	CityHall.dinky
11303	Estas cosas eran espeluznantes. Me alegro de que hayan sido desactivadas.	These things were creepy. I'm glad they were deactivated.	QuickiePalOutside.dinky
11304	He escuchado que en realidad registraban tus alquileres de películas y compartían la información con compañías desconocidas. **ESCALOFRÍO**	I heard they actually tracked your movie rentals and shared the information with unknown companies. **SHIVER**	QuickiePalOutside.dinky
11305	puerta del Quickie Pal	Quickie Pal door	QuickiePalOutside.dinky
11306	la puerta del Quickie Pal	the Quickie Pal door	QuickiePalOutside.dinky
11307	Entrar	Enter	QuickiePalOutside.dinky
11308	Entrar al Quickie Pal	Enter the Quickie Pal	QuickiePalOutside.dinky
11309	Main Street	Main Street	QuickiePalOutside.dinky
11310	puerta del aseo	bathroom door	QuickiePalOutside.dinky
11311	la puerta del aseo	the bathroom door	QuickiePalOutside.dinky
11312	Entrar	Enter	QuickiePalOutside.dinky
11313	Entrar al aseo	Enter bathroom	QuickiePalOutside.dinky
11314	vista	vista	QuickiePalOutside.dinky
11315	CineTron 3000™	MovieTron 3000™	QuickiePalOutside.dinky
11316	el CineTron 3000™	the MovieTron 3000™	QuickiePalOutside.dinky
11317	Es un cartel viejo del Payaso Ransome.	It's an old Ransome the Clown poster.	Alleyway.dinky
11318	Creo que lo que más extraño es su brillante actuación satírica.	I think I miss his brilliant performance satire most of all.	Alleyway.dinky
