id	text	en	loc
11036	Dave	Dave	DefineActors.dinky
11037	Sandy	Sandy	DefineActors.dinky
11038	Madame Morena	Madame Morena	DefineActors.dinky
11039	George	George	DefineActors.dinky
11040	Lenore	Lenore	DefineActors.dinky
11041	Peter	Peter	DefineActors.dinky
11042	Chuckie	Chuckie	DefineActors.dinky
11043	Chuck Edmund in Sanatorium eingewiesen ...	Chuck Edmund committed to sanitarium...	Nickel.dinky
11044	Chuck eingewiesen nach psychischem Zusammenbruch im Glauben Teil eines Computers zu sein.	Chuck committed after a psychotic breakdown due to believing he was part of a computer.	Nickel.dinky
11045	Willie's Geigen Reparatur Werkstatt verzeichnet Rekordgewinne...	Willie's violin repair posts record profits...	Nickel.dinky
11046	Willie's Geigen Reparatur Geschäft boomt wegen neuer BTX Bestellungen und Werbung.	Willie's violin repair business is booming due to new BBS ordering and advertising.	Nickel.dinky
11047	KSCUM wird Musikauswahl ändern...	KSCUM to change music styles...	Nickel.dinky
11048	Altgedientes KSCUM Radio ist bereit Musikauswahl zu ändern... von eklektischem Rock zu esoterischen Rock.	Long standing KSCUM radio set to change formats from eclectic rock to esoteric rock.	Nickel.dinky
11049	S&D Diner streicht weitere Auszeichnung ein...	S&D Diner nets another award...	Nickel.dinky
11050	S&D Diner erhält weitere Auszeichnung für ihr fantastisches Essen. Restaurantkritiker sind sich einig, dies ist das beste Lokal im Land.	S&D Diner received another award for their amazing food. Critics all agree, it's the best place to eat in the county.	Nickel.dinky
11051	Gratis Gedenkgläser im S&D Diner...	Free commemorative glass at S&D diner...	Nickel.dinky
11052	Zur Feier ihrer kürzlichen Auszeichnung verschenkt das S&D Diner Gedenkgläser bei jedem Kauf.	In celebration of their latest award, the S&D Diner is giving a free commemorative glass with every purchase.	Nickel.dinky
11053	Art by Eltron wird als PillowBear™ Geschäft wiedereröffnet...	Art by Eltron to re-open as PillowBear™ store...	Nickel.dinky
11054	Das Geschäft, welches den Einwohnern als Art by Eltron bekannt ist, wird neu eröffnet als PillowBear™ Werksverkauf Anfang Mai.	The store referred to by locals as Art by Eltron will re-open as a PillowBear™ factory outlet in early May.	Nickel.dinky
11055	Quickie Pal Toilette ist toxische Umgebung...	Quickie Pal bathroom a toxic site...	Nickel.dinky
11056	Bundesbehörden haben die Quickie Pal Toilette als Klasse 5 toxische Umgebung ausgewiesen. Säuberung sollte bald starten.	Federal agencies have designated the Quickie Pal bathroom a Class 5 toxic site. Clean-up should begin soon.	Nickel.dinky
11057	Lenore Edmund rausgeworfen...	Lenore Edmund evicted...	Nickel.dinky
11058	Nachdem die Bank Chuck Edmund's Mansion Mansion wieder in Besitz nahm, wurde Lenore Edmund des Hauses verwiesen. Man hörte sie schreien “Wissen Sie eigentlich wer ich bin!”	After the bank repossessed Chuck Edmund's mansion, Lenore Edmund was evicted while screaming “Do you know who I am!”	Nickel.dinky
11059	Okkulter Kauz Madame Morena erklärt...	Occult oddball Madame Morena tells town...	Nickel.dinky
11060	Ich würde nie jemand verfluchen, das würde selbst meine schwarze Magie übersteigen. Komm zum großen Ausverkauf!	I would never curse anyone, that would go beyond even my black magic. Come for the big blow-out sale!	Nickel.dinky
11061	Einwohner ergattert angesehenen Job bei MmucasFlem Games...	Local nets prestigious job at MmucasFlem Games...	Nickel.dinky
11062	Delores Edmund scheint kürzlichen Familientumult abgeschüttelt zu haben und ist auf dem Weg an die Spitze der Spieleindustrie!	Delores Edmund seems to have shaken recent family turmoil and is on her way to the top of the game industry!	Nickel.dinky
11063	Mime applaudiert stumm für Ransome...	Mime applauds silently for Ransome...	Nickel.dinky
11064	Während er gebärdet, es wäre die Beste Show die er je gesehen hat, steht ein anwohnender Mime Schlange für die 4. Ransom Aufführung in Folge.	While miming that it was the best show he'd ever seen, local Mime stands in line for 4th Ransome show in a row.	Nickel.dinky
11065	Hiesiger Platzwart gewinnt Regierungsausschreibung...	Local groundskeeper wins White House post...	Nickel.dinky
11066	Der hiesige Platzwart Doug Braverman wurde vom Weißen Haus angeheuert um Löcher in den Rosengarten zu gram'.	Local groundskeeper Doug Braverman is hired by the White House to dig holes in the rose garden.	Nickel.dinky
11067	Keine Schlagzeile heute...	No headline today...	Nickel.dinky
11068	Nickel News ging die Tinte aus und kann daher heutigen Brei nicht veröffentlichen	The Nickel News ran out of ink and cannot publish today's pap	Nickel.dinky
11069	Fabrikwächter Reyes erneut befördert...	Factory security guard Reyes promoted again...	Nickel.dinky
11070	Nach 5 Beförderungen wurde der Wachmann und stolze Vater Reyes zum Chef der Sicherheit bei der neuen PillowBear™ Fabrik ernannt.	After five promotions, security guard and proud father Reyes has been made head of security at the new PillowBear™ factory.	Nickel.dinky
11071	Geist von Franklin spukt in Edmund Hotel...	Ghost of Franklin haunts Edmund Hotel...	Nickel.dinky
11072	Der Geist von Franklin, Chuck Edmund's Bruder, spukt angeblich im hiesigen Edmund Hotel. Pigeon Brothers sind an dem Fall dran.	The ghost of Franklin, Chuck Edmund's brother, is said to haunt the local Edmund Hotel. Pigeon Brothers are on the case.	Nickel.dinky
11073	Ransome soll Philanthropie Preis erhalten...	Ransome to receive philanthropy award...	Nickel.dinky
11074	Mit Verweis auf die verschiedenen Projekte zur Unterstützung von Kindern auf der ganzen Welt, wird der Preis Ransome gewidmet.	Citing his various projects benefiting children around the world, the award will be bestowed on Ransome.	Nickel.dinky
11075	Lass sehen was du hast...	Let's see what you've got...	Nickel.dinky
11076	Lass einen Blick auf deine Fotos werfen...	Let's take a look at your photos...	Nickel.dinky
11077	Warum werfen wir nicht einen kurzen Blick auf deine Fotos...	Why don't we take a quick look at your photos...	Nickel.dinky
11078	Lustig! Ziemlich meta! Ich mag das hier.	Funny! Very meta! I like this one.	Nickel.dinky
11079	Ich bin sehr fotogen. Schönes Foto von mir.	I'm very photogenic. Nice one of me.	Nickel.dinky
11080	Gutes Exemplar!	Good one!	Nickel.dinky
11081	Das ist nett!	This is nice!	Nickel.dinky
11082	Perfekt für die Story!	Perfect for the story!	Nickel.dinky
11083	Erstaunlich!	Amazing!	Nickel.dinky
11084	Verschwommen...	Blurry...	Nickel.dinky
11085	Schlecht belichtet...	Poor lighting...	Nickel.dinky
11086	Nicht gut getroffen...	Not framed well...	Nickel.dinky
11087	Uninteressant...	Uninteresting...	Nickel.dinky
11088	Banal...	Mundane...	Nickel.dinky
11089	Amateurhaft...	Amateurish...	Nickel.dinky
11090	Geh raus da Kind und mache Fotos.	Get out there kid and take some photos.	Nickel.dinky
11091	Ärgere dich nicht zu sehr. Es braucht Zeit, um Fotojournalismus zu beherrschen.	Don't feel too bad. It takes a while to master photojournalism.	Nickel.dinky
11092	Das ist eine gute Aufnahme!	That's a good shot!	Nickel.dinky
11093	Sind ein paar gute Aufnahmen dabei!	There are some good shots in there!	Nickel.dinky
11094	Lass mich die schlechten wegwerfen.	Let me get rid of the bad ones.	Nickel.dinky
11095	Behalte die guten, bis du deine heutige Arbeit erledigt hast.	You keep the good ones until you've finished today's work.	Nickel.dinky
11096	Zieh besser los und nehme mehr Fotos auf, wir haben einen Abgabetermin.	Better get out there and take some more photos, we've got a deadline.	Nickel.dinky
11097	Paps? Tot? Ein Geist?	Dad? Dead? A ghost?	Nickel.dinky
11098	Das kann nicht sein. Ich hab mit ihm heute morgen gefrühstückt.	That can't be, I had breakfast with him this morning.	Nickel.dinky
11099	Ich sollte die Kamera finden, bevor ich mich auf dem Weg mache. Natalie sagte, sie wäre im Aktenschrank.	I should find the camera before setting out. Natalie said it is in the file cabinet.	Nickel.dinky
11100	Dieses Schild muss so alt sein, wie der Nickel News!	That sign must be as old as the Nickel News!	Nickel.dinky
11101	Es ist ein Relikt einer vergangen Ära.	It's an old relic of a bygone era.	Nickel.dinky
11102	Druck ist tot.	Print is dead.	Nickel.dinky
11103	Eines Tages wird alles auf Computern sein.	Someday it will all be on computers.	Nickel.dinky
11104	Und Natalie wird arbeitslos sein.	And Natalie will be out of business.	Nickel.dinky
11105	Aber das ist OK, weil Social Media die Rolle einer vertrauenswürdigen Nachrichtenquelle übernehmen wird.	But that's OK because social media will take over as the trusted source of news.	Nickel.dinky
11106	So sieht die Stadt nicht aus der Vogelperspektive aus.	This is not how the town would look to a bird.	Nickel.dinky
11107	Es ist eine Karte des Thimbleweed Landkreises.	It's a map of Thimbleweed County.	Nickel.dinky
11108	Ich glaube, ich kann mein Haus sehen.	I think I can see my house.	Nickel.dinky
11109	Das sind alte Fotos vom Nickel News.	Those are old photos from the Nickel News.	Nickel.dinky
11110	Da steckt viel Geschichte drin.	There is a lot of history in those.	Nickel.dinky
11111	Es ist leer.	It's empty.	Nickel.dinky
11112	Da ist die Kamera.	There's the camera.	Nickel.dinky
11113	Da fand ich die Kamera. Das Fach ist jetzt leer.	This is where I found the camera. The cabinet is empty now.	Nickel.dinky
11114	Natalie sagte, die Kamera sei da drin.	This is where Natalie said the camera should be.	Nickel.dinky
11115	Muss eine Fundgrube alter Geschichten da drin sein.	Must be a treasure trove of old stories in there.	Nickel.dinky
11116	Ich sollte in die Schublade schauen, ob die Kamera dort liegt, wie Natalie behauptet.	I should look in the drawer and see if the camera is here, like Natalie said.	Nickel.dinky
11117	Tür	door	Nickel.dinky
11118	der Nickel News Tür	the Nickel News door	Nickel.dinky
11119	Verlassen	Leave	Nickel.dinky
11120	Verlasse den Nickel	Leave the Nickel	Nickel.dinky
11121	Schild	sign	Nickel.dinky
11122	Druckerpresse	printing press	Nickel.dinky
11123	Karte	map	Nickel.dinky
11124	alte Nachrichtenfotos	old news photos	Nickel.dinky
11125	den alten Nachrichtenfotos	the old news photos	Nickel.dinky
11126	Aktenschrank	file cabinet	Nickel.dinky
11127	Die Straße sieht blockiert aus.	The street looks blocked off.	MainStreet.dinky
11128	Das riecht richtig übel, aber ich denke nicht, dass es eklig genug ist für Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11129	Das riecht richtig übel, aber ich denke nicht, dass es eklig genug ist für Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11130	Foto muss besser sein, als ein tropfender Feuerhydrant.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11131	Das ist ein ziemlich leckender Feuerhydrant.	It's a very leaky fire hydrant.	MainStreet.dinky
11132	Kein Leck mehr!	No more leaks!	MainStreet.dinky
11133	Ich könnte einen Ferienjob bei den Pigeon Sisters bekommen!	I could get a summer job with the Pigeon Sisters!	MainStreet.dinky
11134	Das riecht richtig übel, aber ich denke nicht, dass es eklig genug ist für Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11135	Foto muss besser sein, als ein tropfender Feuerhydrant.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11136	Das riecht richtig übel, aber ich denke nicht, dass es eklig genug ist für Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11137	Uff! Das stinkt mal so richtig.	Yikes! That really stinks.	MainStreet.dinky
11138	Leute! Das riecht!	Gads! That smells!	MainStreet.dinky
11139	Das ist mal ein Gestank!	That sure is some stink!	MainStreet.dinky
11140	Warum rieche ich immer noch daran!	Why do I keep smelling that!	MainStreet.dinky
11141	Das sollte es gewesen sein.	That should do it.	MainStreet.dinky
11142	Wow! Hier riecht was richtig übel.	Wow! Something smells really bad.	MainStreet.dinky
11143	Ziemlich dunkel da unten.	Looks pretty dark down there.	MainStreet.dinky
11144	Das Diner ist geöffnet.	The Diner is open for business.	MainStreet.dinky
11145	Sie haben fantastisches Essen, und eine tadellose Gesundheitsakte!	They have amazing food, and a perfect health record!	MainStreet.dinky
11146	Das ist eine beeindruckende Tür.	That is an impressive door.	MainStreet.dinky
11147	Das Schild sagt: “Hilfe gesucht: Bank Kassierer*in. Geschlossen, bis wir jemand gefunden haben.”	Sign says: “Help Wanted: Bank Teller. Closed until we find one.”	MainStreet.dinky
11148	Thimbleweed Park war ein großartiger Ort um aufzuwachsen.	Thimbleweed Park was a great place to grow up.	MainStreet.dinky
11149	Die Landstraße in die Stadt ist gesperrt.	The highway into town is closed.	MainStreet.dinky
11150	Es sagt “Willie's Uhren & Geigen Reparaturen...	It says “Willie's Watch & Violin Repairs...	MainStreet.dinky
11151	“Wir reparieren Uhren und Geigen seit 1957.”	“Repairing watches and violins since 1957.”	MainStreet.dinky
11152	Ich denke die kleine Uhr ist nicht echt.	I think the little clock is fake.	MainStreet.dinky
11153	Scheinbar ist Willie's Uhren und Geigen Reparatur in der Nacht geschlossen.	Looks like Willie's Watch & Violin Repairs is closed for the night.	MainStreet.dinky
11154	Nacht Willie!	Night Willie!	MainStreet.dinky
11155	Hier drinnen sind keine Fotos von demolierten Wohnungen zu finden.	There aren't any photos of demolished homes in there.	MainStreet.dinky
11156	Wer würde hier hin ziehen wollen.	Who would want to move here.	MainStreet.dinky
11157	Eines von vielen Opfern der Wirtschaft.	One of the many casualties of the economy.	MainStreet.dinky
11158	Ich kann es kaum erwarten, dass der PillowBear™ Laden öffnet.	I can't wait for the new PillowBear™ store to open.	MainStreet.dinky
11159	Ich bin so stolz auf Paps.	I'm so proud of Dad.	MainStreet.dinky
11160	Diese PillowBears™ sind so niedlich!	These PillowBears™ are so cute!	MainStreet.dinky
11161	Das waren alles Paps Ideen.	They were all Dad's idea.	MainStreet.dinky
11162	Das ist ein Verkehrshütchen. Ich lass es besser in Ruhe.	It's a traffic cone. I'm going to leave it alone.	MainStreet.dinky
11163	A Straße	A Street	MainStreet.dinky
11164	B Straße	B Street	MainStreet.dinky
11165	Feuerhydrant	fire hydrant	MainStreet.dinky
11166	Allee	alley	MainStreet.dinky
11167	einer Allee	an alley	MainStreet.dinky
11168	Tür	door	MainStreet.dinky
11169	der Diner Tür	the Diner door	MainStreet.dinky
11170	Betrete	Enter	MainStreet.dinky
11171	Betrete das Diner	Enter Diner	MainStreet.dinky
11172	Bank Tür	bank door	MainStreet.dinky
11173	der Bank Tür	the bank door	MainStreet.dinky
11174	Betrete	Enter	MainStreet.dinky
11175	Betrete die Bank	Enter bank	MainStreet.dinky
11176	Schild	sign	MainStreet.dinky
11177	einem Job Angebot	a job posting	MainStreet.dinky
11178	Ortseingangsschild	sign	MainStreet.dinky
11179	dem Thimbleweed Park Ortseingangsschild	the Thimbleweed Park sign	MainStreet.dinky
11180	der Landstraße	the highway	MainStreet.dinky
11181	Uhren Reparaturen Schild	watch repair sign	MainStreet.dinky
11182	Tür	door	MainStreet.dinky
11183	Makler Büro	realtor's office	MainStreet.dinky
11184	dem Makler Büro	the realtor's office	MainStreet.dinky
11185	Blumenladen	flower shop	MainStreet.dinky
11186	dem Blumenladen	the flower shop	MainStreet.dinky
11187	Eröffnet in Bälde	Coming Soon	MainStreet.dinky
11188	dem neuen PillowBear™ Laden	the new PillowBear™ store	MainStreet.dinky
11189	PillowBear™ Schild	PillowBear™ sign	MainStreet.dinky
11190	Aussenbezirk	outskirts	MainStreet.dinky
11191	Stadthallentür	City Hall door	MainStreet.dinky
11192	der Stadthallentür	the City Hall door	MainStreet.dinky
11193	Betrete	Enter	MainStreet.dinky
11194	Betrete Stadthalle	 City Hall	MainStreet.dinky
11195	Verkehrshütchen	traffic cone	MainStreet.dinky
11196	Verkehrshütchen	traffic cone	MainStreet.dinky
11197	Verkehrshütchen	traffic cone	MainStreet.dinky
11198	Willkommen im Quickie Pal. Kann ich Ihnen irgendwie behilflich sein?	Welcome to Quickie Pal. Can I help you find anything?	QuickiePal.dinky
11199	Ich persönlich bin ja richtig vernarrt in die Schokoladenbonbons.	I personally am really fond of the chocolate bon bons.	QuickiePal.dinky
11200	Lassen Sie mich wissen, wenn ich irgendwie behilflich sein kann.	Let me know if I can help you find anything.	QuickiePal.dinky
11201	Lassen Sie mich wissen, wenn ich irgendwie behilflich sein kann.	Let me know if I can help you find anything.	QuickiePal.dinky
11202	Lassen Sie mich wissen, wenn ich irgendwie behilflich sein kann.	Let me know if I can help you find anything.	QuickiePal.dinky
11203	Lassen Sie mich wissen, wenn ich irgendwie behilflich sein kann.	Let me know if I can help you find anything.	QuickiePal.dinky
11204	Lassen Sie mich wissen, wenn ich irgendwie behilflich sein kann.	Let me know if I can help you find anything.	QuickiePal.dinky
11205	Lassen Sie mich wissen, wenn ich irgendwie behilflich sein kann.	Let me know if I can help you with anything.	QuickiePal.dinky
11206	Lassen Sie mich wissen, wenn ich irgendwie behilflich sein kann.	Let me know if I can help you with anything.	QuickiePal.dinky
11207	Ich bin hier um zu dienen.	I'm here to serve.	QuickiePal.dinky
11208	Ich bin hier um zu dienen.	I'm here to serve.	QuickiePal.dinky
11209	Ich bin hier um zu dienen.	I'm here to serve.	QuickiePal.dinky
11210	Wie stehts mit diesem Sonnenuntergang?	How about that sunset?	QuickiePal.dinky
11211	Wie stehts mit diesem Ransome the Clown? Er ist so lustig.	How about that Ransome the Clown? He's so funny.	QuickiePal.dinky
11212	Vergessen Sie ihre Grippeimpfung nicht.	Don't forget to get your flu shot.	QuickiePal.dinky
11213	Suchen Sie abgelaufene Milch? 50% Rabatt.	Want some expired milk? 50% off normal price.	QuickiePal.dinky
11214	Glücklicherweise konnten die Pigeon Sisters unser Rattenproblem loswerden!	Sure glad the Pigeon Sisters got rid of our rat problem!	QuickiePal.dinky
11215	Wollen Sie eine feine Lederjacke kaufen™?	Want to buy a Fine Leather Jacket™?	QuickiePal.dinky
11216	Huch!	Yikes!	QuickiePal.dinky
11217	Huch!	Yikes!	QuickiePal.dinky
11218	Trink aus!	Drink up!	QuickiePal.dinky
11219	Es ist ein Briefkasten.	It's a mail drop.	QuickiePal.dinky
11220	Es ist ein Thimbleweed Park Souvenir T-Shirt!	It's a souvenir Thimbleweed Park T-shirt!	QuickiePal.dinky
11221	Da steht “Pfandflaschen einwerfen, 5¢.”	It says “Redeem bottles here, 5¢.”	QuickiePal.dinky
11222	Niemanden kümmert ein Haufen Kisten.	No one cares about a bunch of boxes.	QuickiePal.dinky
11223	Auf allen steht, “1 Dutzend PillowBears™.”	They all say, “1 Dozen PillowBears™.”	QuickiePal.dinky
11224	Ich bin so stolz auf Paps, dass er diese Idee hatte!	I'm so proud of Dad for thinking up this idea!	QuickiePal.dinky
11225	Es ist rattastisch!	It's Ratastic!	QuickiePal.dinky
11226	Definitiv kein neuer Spielzeugwahn. Ich hatte einen, als ich noch ein Kind war.	Definitely not a new toy craze. I had one when I was a kid.	QuickiePal.dinky
11227	Es ist der Kopf einer Berühmtheit, aber irgendwie erniedrigend als Süßigkeitenspender. Ich brauche ein besseres Foto.	It's a celebrity's head, but kind of demeaning being a candy dispenser. I need a better photo.	QuickiePal.dinky
11228	Das sind eine Menge Ransome Süßigkeitenspender.	That's a lot of Ransome candy dispensers.	QuickiePal.dinky
11229	Wir verschenken Sie als Werbung für das Ransome the Clown Haus für Missratene Kinder. Nimm einen.	Giving them away as a promotion for the Ransome the Clown House for Wayward Kids. Take one.	QuickiePal.dinky
11230	Nur 1 pro Kunde. Unternehmensrichtlinie.	It's one per customer. Corporate policy.	QuickiePal.dinky
11231	Ich würde spielen, wenn es garantiert wäre.	I'd play if it were a sure thing.	QuickiePal.dinky
11232	Quickie Pal Tür	Quickie Pal door	QuickiePal.dinky
11233	die Quickie Pal Tür	the Quickie Pal door	QuickiePal.dinky
11234	Verlasse	Leave	QuickiePal.dinky
11235	Verlasse den Quickie Pal	Leave the Quickie Pal	QuickiePal.dinky
11236	Briefkasten	mail drop	QuickiePal.dinky
11237	T-Shirt	T-shirt	QuickiePal.dinky
11238	Schild	sign	QuickiePal.dinky
11239	Kisten	boxes	QuickiePal.dinky
11240	Kisten	boxes	QuickiePal.dinky
11241	Ratte	rat	QuickiePal.dinky
11242	Ransome Süßigkeitenspender	Ransome candy dispensers	QuickiePal.dinky
11243	Lotto	Lotto	QuickiePal.dinky
11244	dem Lotto Schild	the Lotto sign	QuickiePal.dinky
11245	Möglicherweise die Lösung für ein Rätsel in einem anderen Spiel.	Probably the solution to a puzzle in another game.	PostOffice.dinky
11246	Das ist zum Briefe wiegen.	It's for weighing mail.	PostOffice.dinky
11247	Da könnte ich Leonard's Stromrechnung versenden.	This is where I could mail Leonard's electricity bill.	PostOffice.dinky
11248	Wenn ich irgendwelche Briefe hätte, könnte ich sie dort einwerfen.	If I had any mail, this is where I'd put it.	PostOffice.dinky
11249	Ein richtiges Foto von Jefferson wäre viel besser.	An actual image of Jefferson would be much better.	PostOffice.dinky
11250	Es zeigt den Monat Juli... Das ist lang her.	It's showing the month of July... That was a long time ago.	PostOffice.dinky
11251	Scheint als sei Vandalismus an Staatseigentum ein echtes Problem. Ich sollte ein Foto davon machen.	Looks like government property vandalism really is a problem. I need to photograph an example of it.	PostOffice.dinky
11252	“Bitte hören Sie auf die Briefkästen aufzubrechen.”	“Please stop trying to break into the mailboxes.”	PostOffice.dinky
11253	Sie sind verschlossen.	They are locked.	PostOffice.dinky
11254	Ich habe die Kombination nicht.	I don't have the combination.	PostOffice.dinky
11255	Das ist eine Menge privater Briefkästen.	That's a lot of private mailboxes.	PostOffice.dinky
11256	Der Schaden am Briefkasten ist wirklich gering. Nicht groß genug für ein Foto.	The mailbox damage is really minor. Not good enough for the photo.	PostOffice.dinky
11257	Es ist dunkel da drin!	It's dark in there!	PostOffice.dinky
11258	Ich werde dafür so viel Ärger bekommen.	I'm going to get in so much trouble for this.	PostOffice.dinky
11259	Dieser Briefkasten sieht ein wenig beschädigt aus.	This mailbox looks a little scuffed up.	PostOffice.dinky
11260	Ich bin nicht sicher, dass das eine gute Idee war.	I'm not so sure this was a smart idea.	PostOffice.dinky
11261	Wen kümmern schon ein Haufen Kisten.	No one cares about a bunch of boxes.	PostOffice.dinky
11262	Das ist ein Haufen PillowBears™, die auf den Versand warten.	It's a bunch of PillowBears™, waiting to be mailed out.	PostOffice.dinky
11263	Das war Papas Idee!	That was Dad's idea!	PostOffice.dinky
11264	Tür	door	PostOffice.dinky
11265	die Postamtstür	the Post Office door	PostOffice.dinky
11266	Verlasse	Leave	PostOffice.dinky
11267	Verlasse das Postamt	Leave the Post Office	PostOffice.dinky
11268	Klebeband	tape	PostOffice.dinky
11269	Klebeband	tape	PostOffice.dinky
11270	Waage	scale	PostOffice.dinky
11271	Briefkasten	mail drop	PostOffice.dinky
11272	Kalender	calendar	PostOffice.dinky
11273	Wichtige Nachricht	important notice	PostOffice.dinky
11274	einer wichtigen Nachricht	an important notice	PostOffice.dinky
11275	Briefkästen	mailboxes	PostOffice.dinky
11276	Briefkästen	mailboxes	PostOffice.dinky
11277	zerstörter Briefkasten	destroyed mailbox	PostOffice.dinky
11278	beschädigter Briefkasten	scuffed up mailbox	PostOffice.dinky
11279	Kisten	boxes	PostOffice.dinky
11280	Kisten	boxes	PostOffice.dinky
11281	Er ist abgestellt.	It's been shut off.	CityHall.dinky
11282	Selbst wenn er funktionieren würde, würde ich nicht daraus trinken.	Even if it was working, I wouldn't drink from it.	CityHall.dinky
11283	Es ist das Thimbleweed Dreiländer Siegel!	It's the Thimbleweed tri-county seal!	CityHall.dinky
11284	Es ist majestätisch!	It's majestic!	CityHall.dinky
11285	Ein alter Hoschi der ziemlich sicher tot ist. 	That's some old dude who I'm pretty sure is dead. 	CityHall.dinky
11286	Ich weiß zwar nicht wer das ist, aber er sieht nicht gerade repräsentativ aus.	I don't know who he is, but he doesn't look very presidential.	CityHall.dinky
11287	Ziemlich sicher war das beim Rahmen mit dabei.	Pretty sure that came with the frame.	CityHall.dinky
11288	Tür	door	CityHall.dinky
11289	Verlasse	Leave	CityHall.dinky
11290	Verlassen Stadthalle	Leave City Hall	CityHall.dinky
11291	Trinkbrunnen	drinking fountain	CityHall.dinky
11292	Siegel	seal	CityHall.dinky
11293	Sheriff's Büro Tür	Sheriff's Office door	CityHall.dinky
11294	der Tür zum Büro des Sheriff's	the Sheriff's Office door	CityHall.dinky
11295	Betrete	Enter	CityHall.dinky
11296	Betrete das Büro des Sheriff's	Enter the Sheriff's Office	CityHall.dinky
11297	Bürotür des Pathologen	Coroner's Office door	CityHall.dinky
11298	der Tür zum Büro des Pathologen	the Coroner's Office door	CityHall.dinky
11299	Betrete	Enter	CityHall.dinky
