id	text	en	loc
11028	Delores	Delores	DefineActors.dinky
11029	Willie	Willie	DefineActors.dinky
11030	Natalie	Natalie	DefineActors.dinky
11031	Ransome	Ransome	DefineActors.dinky
11032	Leonard	Leonard	DefineActors.dinky
11033	Sheriff	Sheriff	DefineActors.dinky
11034	Coroner	Coroner	DefineActors.dinky
11035	Dave	Dave	DefineActors.dinky
11036	Dave	Dave	DefineActors.dinky
11037	Sandy	Sandy	DefineActors.dinky
11038	Madame Morena	Madame Morena	DefineActors.dinky
11039	George	George	DefineActors.dinky
11040	Lenore	Lenore	DefineActors.dinky
11041	Peter	Peter	DefineActors.dinky
11042	Chuckie	Chuckie	DefineActors.dinky
11043	Chuck Edmund committed to sanitarium...	Chuck Edmund committed to sanitarium...	Nickel.dinky
11044	Chuck committed after a psychotic breakdown due to believing he was part of a computer.	Chuck committed after a psychotic breakdown due to believing he was part of a computer.	Nickel.dinky
11045	Willie's violin repair posts record profits...	Willie's violin repair posts record profits...	Nickel.dinky
11046	Willie's violin repair business is booming due to new BBS ordering and advertising.	Willie's violin repair business is booming due to new BBS ordering and advertising.	Nickel.dinky
11047	KSCUM to change music styles...	KSCUM to change music styles...	Nickel.dinky
11048	Long standing KSCUM radio set to change formats from eclectic rock to esoteric rock.	Long standing KSCUM radio set to change formats from eclectic rock to esoteric rock.	Nickel.dinky
11049	S&D Diner nets another award...	S&D Diner nets another award...	Nickel.dinky
11050	S&D Diner received another award for their amazing food. Critics all agree, it's the best place to eat in the county.	S&D Diner received another award for their amazing food. Critics all agree, it's the best place to eat in the county.	Nickel.dinky
11051	Free commemorative glass at S&D diner...	Free commemorative glass at S&D diner...	Nickel.dinky
11052	In celebration of their latest award, the S&D Diner is giving a free commemorative glass with every purchase.	In celebration of their latest award, the S&D Diner is giving a free commemorative glass with every purchase.	Nickel.dinky
11053	Art by Eltron to re-open as PillowBear™ store...	Art by Eltron to re-open as PillowBear™ store...	Nickel.dinky
11054	The store referred to by locals as Art by Eltron will re-open as a PillowBear™ factory outlet in early May.	The store referred to by locals as Art by Eltron will re-open as a PillowBear™ factory outlet in early May.	Nickel.dinky
11055	Quickie Pal bathroom a toxic site...	Quickie Pal bathroom a toxic site...	Nickel.dinky
11056	Federal agencies have designated the Quickie Pal bathroom a Class 5 toxic site. Clean-up should begin soon.	Federal agencies have designated the Quickie Pal bathroom a Class 5 toxic site. Clean-up should begin soon.	Nickel.dinky
11057	Lenore Edmund evicted...	Lenore Edmund evicted...	Nickel.dinky
11058	After the bank repossessed Chuck Edmund's mansion, Lenore Edmund was evicted while screaming “Do you know who I am!”	After the bank repossessed Chuck Edmund's mansion, Lenore Edmund was evicted while screaming “Do you know who I am!”	Nickel.dinky
11059	Occult oddball Madame Morena tells town...	Occult oddball Madame Morena tells town...	Nickel.dinky
11060	I would never curse anyone, that would go beyond even my black magic. Come for the big blow-out sale!	I would never curse anyone, that would go beyond even my black magic. Come for the big blow-out sale!	Nickel.dinky
11061	Local nets prestigious job at MmucasFlem Games...	Local nets prestigious job at MmucasFlem Games...	Nickel.dinky
11062	Delores Edmund seems to have shaken recent family turmoil and is on her way to the top of the game industry!	Delores Edmund seems to have shaken recent family turmoil and is on her way to the top of the game industry!	Nickel.dinky
11063	Mime applauds silently for Ransome...	Mime applauds silently for Ransome...	Nickel.dinky
11064	While miming that it was the best show he'd ever seen, local Mime stands in line for 4th Ransome show in a row.	While miming that it was the best show he'd ever seen, local Mime stands in line for 4th Ransome show in a row.	Nickel.dinky
11065	Local groundskeeper wins White House post...	Local groundskeeper wins White House post...	Nickel.dinky
11066	Local groundskeeper Doug Braverman is hired by the White House to dig holes in the rose garden.	Local groundskeeper Doug Braverman is hired by the White House to dig holes in the rose garden.	Nickel.dinky
11067	No headline today...	No headline today...	Nickel.dinky
11068	The Nickel News ran out of ink and cannot publish today's pap	The Nickel News ran out of ink and cannot publish today's pap	Nickel.dinky
11069	Factory security guard Reyes promoted again...	Factory security guard Reyes promoted again...	Nickel.dinky
11070	After five promotions, security guard and proud father Reyes has been made head of security at the new PillowBear™ factory.	After five promotions, security guard and proud father Reyes has been made head of security at the new PillowBear™ factory.	Nickel.dinky
11071	Ghost of Franklin haunts Edmund Hotel...	Ghost of Franklin haunts Edmund Hotel...	Nickel.dinky
11072	The ghost of Franklin, Chuck Edmund's brother, is said to haunt the local Edmund Hotel. Pigeon Brothers are on the case.	The ghost of Franklin, Chuck Edmund's brother, is said to haunt the local Edmund Hotel. Pigeon Brothers are on the case.	Nickel.dinky
11073	Ransome to receive philanthropy award...	Ransome to receive philanthropy award...	Nickel.dinky
11074	Citing his various projects benefiting children around the world, the award will be bestowed on Ransome.	Citing his various projects benefiting children around the world, the award will be bestowed on Ransome.	Nickel.dinky
11075	Let's see what you've got...	Let's see what you've got...	Nickel.dinky
11076	Let's take a look at your photos...	Let's take a look at your photos...	Nickel.dinky
11077	Why don't we take a quick look at your photos...	Why don't we take a quick look at your photos...	Nickel.dinky
11078	Funny! Very meta! I like this one.	Funny! Very meta! I like this one.	Nickel.dinky
11079	I'm very photogenic. Nice one of me.	I'm very photogenic. Nice one of me.	Nickel.dinky
11080	Good one!	Good one!	Nickel.dinky
11081	This is nice!	This is nice!	Nickel.dinky
11082	Perfect for the story!	Perfect for the story!	Nickel.dinky
11083	Amazing!	Amazing!	Nickel.dinky
11084	Blurry...	Blurry...	Nickel.dinky
11085	Poor lighting...	Poor lighting...	Nickel.dinky
11086	Not framed well...	Not framed well...	Nickel.dinky
11087	Uninteresting...	Uninteresting...	Nickel.dinky
11088	Mundane...	Mundane...	Nickel.dinky
11089	Amateurish...	Amateurish...	Nickel.dinky
11090	Get out there kid and take some photos.	Get out there kid and take some photos.	Nickel.dinky
11091	Don't feel too bad. It takes a while to master photojournalism.	Don't feel too bad. It takes a while to master photojournalism.	Nickel.dinky
11092	That's a good shot!	That's a good shot!	Nickel.dinky
11093	There are some good shots in there!	There are some good shots in there!	Nickel.dinky
11094	Let me get rid of the bad ones.	Let me get rid of the bad ones.	Nickel.dinky
11095	You keep the good ones until you've finished today's work.	You keep the good ones until you've finished today's work.	Nickel.dinky
11096	Better get out there and take some more photos, we've got a deadline.	Better get out there and take some more photos, we've got a deadline.	Nickel.dinky
11097	Dad? Dead? A ghost?	Dad? Dead? A ghost?	Nickel.dinky
11098	That can't be, I had breakfast with him this morning.	That can't be, I had breakfast with him this morning.	Nickel.dinky
11099	I should find the camera before setting out. Natalie said it is in the file cabinet.	I should find the camera before setting out. Natalie said it is in the file cabinet.	Nickel.dinky
11100	That sign must be as old as the Nickel News!	That sign must be as old as the Nickel News!	Nickel.dinky
11101	It's an old relic of a bygone era.	It's an old relic of a bygone era.	Nickel.dinky
11102	Print is dead.	Print is dead.	Nickel.dinky
11103	Someday it will all be on computers.	Someday it will all be on computers.	Nickel.dinky
11104	And Natalie will be out of business.	And Natalie will be out of business.	Nickel.dinky
11105	But that's OK because social media will take over as the trusted source of news.	But that's OK because social media will take over as the trusted source of news.	Nickel.dinky
11106	This is not how the town would look to a bird.	This is not how the town would look to a bird.	Nickel.dinky
11107	It's a map of Thimbleweed County.	It's a map of Thimbleweed County.	Nickel.dinky
11108	I think I can see my house.	I think I can see my house.	Nickel.dinky
11109	Those are old photos from the Nickel News.	Those are old photos from the Nickel News.	Nickel.dinky
11110	There is a lot of history in those.	There is a lot of history in those.	Nickel.dinky
11111	It's empty.	It's empty.	Nickel.dinky
11112	There's the camera.	There's the camera.	Nickel.dinky
11113	This is where I found the camera. The cabinet is empty now.	This is where I found the camera. The cabinet is empty now.	Nickel.dinky
11114	This is where Natalie said the camera should be.	This is where Natalie said the camera should be.	Nickel.dinky
11115	Must be a treasure trove of old stories in there.	Must be a treasure trove of old stories in there.	Nickel.dinky
11116	I should look in the drawer and see if the camera is here, like Natalie said.	I should look in the drawer and see if the camera is here, like Natalie said.	Nickel.dinky
11117	door	door	Nickel.dinky
11118	the Nickel News door	the Nickel News door	Nickel.dinky
11119	Leave	Leave	Nickel.dinky
11120	Leave the Nickel	Leave the Nickel	Nickel.dinky
11121	sign	sign	Nickel.dinky
11122	printing press	printing press	Nickel.dinky
11123	map	map	Nickel.dinky
11124	old news photos	old news photos	Nickel.dinky
11125	the old news photos	the old news photos	Nickel.dinky
11126	file cabinet	file cabinet	Nickel.dinky
11127	The street looks blocked off.	The street looks blocked off.	MainStreet.dinky
11128	It's really smelly, but I don't think this looks disgusting enough for Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11129	It's really smelly, but I don't think this looks disgusting enough for Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11130	Photo needs to be better than water dripping from a fire hydrant.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11131	It's a very leaky fire hydrant.	It's a very leaky fire hydrant.	MainStreet.dinky
11132	No more leaks!	No more leaks!	MainStreet.dinky
11133	I could get a summer job with the Pigeon Sisters!	I could get a summer job with the Pigeon Sisters!	MainStreet.dinky
11134	It's really smelly, but I don't think this looks disgusting enough for Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11135	Photo needs to be better than water dripping from a fire hydrant.	Photo needs to be better than water dripping from a fire hydrant.	MainStreet.dinky
11136	It's really smelly, but I don't think this looks disgusting enough for Natalie.	It's really smelly, but I don't think this looks disgusting enough for Natalie.	MainStreet.dinky
11137	Yikes! That really stinks.	Yikes! That really stinks.	MainStreet.dinky
11138	Gads! That smells!	Gads! That smells!	MainStreet.dinky
11139	That sure is some stink!	That sure is some stink!	MainStreet.dinky
11140	Why do I keep smelling that!	Why do I keep smelling that!	MainStreet.dinky
11141	That should do it.	That should do it.	MainStreet.dinky
11142	Wow! Something smells really bad.	Wow! Something smells really bad.	MainStreet.dinky
11143	Looks pretty dark down there.	Looks pretty dark down there.	MainStreet.dinky
11144	The Diner is open for business.	The Diner is open for business.	MainStreet.dinky
11145	They have amazing food, and a perfect health record!	They have amazing food, and a perfect health record!	MainStreet.dinky
11146	That is an impressive door.	That is an impressive door.	MainStreet.dinky
11147	Sign says: “Help Wanted: Bank Teller. Closed until we find one.”	Sign says: “Help Wanted: Bank Teller. Closed until we find one.”	MainStreet.dinky
11148	Thimbleweed Park was a great place to grow up.	Thimbleweed Park was a great place to grow up.	MainStreet.dinky
11149	The highway into town is closed.	The highway into town is closed.	MainStreet.dinky
11150	It says “Willie's Watch & Violin Repairs...	It says “Willie's Watch & Violin Repairs...	MainStreet.dinky
11151	“Repairing watches and violins since 1957.”	“Repairing watches and violins since 1957.”	MainStreet.dinky
11152	I think the little clock is fake.	I think the little clock is fake.	MainStreet.dinky
11153	Looks like Willie's Watch & Violin Repairs is closed for the night.	Looks like Willie's Watch & Violin Repairs is closed for the night.	MainStreet.dinky
11154	Night Willie!	Night Willie!	MainStreet.dinky
11155	There aren't any photos of demolished homes in there.	There aren't any photos of demolished homes in there.	MainStreet.dinky
11156	Who would want to move here.	Who would want to move here.	MainStreet.dinky
11157	One of the many casualties of the economy.	One of the many casualties of the economy.	MainStreet.dinky
11158	I can't wait for the new PillowBear™ store to open.	I can't wait for the new PillowBear™ store to open.	MainStreet.dinky
11159	I'm so proud of Dad.	I'm so proud of Dad.	MainStreet.dinky
11160	These PillowBears™ are so cute!	These PillowBears™ are so cute!	MainStreet.dinky
11161	They were all Dad's idea.	They were all Dad's idea.	MainStreet.dinky
11162	It's a traffic cone. I'm going to leave it alone.	It's a traffic cone. I'm going to leave it alone.	MainStreet.dinky
11163	A Street	A Street	MainStreet.dinky
11164	B Street	B Street	MainStreet.dinky
11165	fire hydrant	fire hydrant	MainStreet.dinky
11166	alley	alley	MainStreet.dinky
11167	an alley	an alley	MainStreet.dinky
11168	door	door	MainStreet.dinky
11169	the Diner door	the Diner door	MainStreet.dinky
11170	Enter	Enter	MainStreet.dinky
11171	Enter Diner	Enter Diner	MainStreet.dinky
11172	bank door	bank door	MainStreet.dinky
11173	the bank door	the bank door	MainStreet.dinky
11174	Enter	Enter	MainStreet.dinky
11175	Enter bank	Enter bank	MainStreet.dinky
11176	sign	sign	MainStreet.dinky
11177	a job posting	a job posting	MainStreet.dinky
11178	sign	sign	MainStreet.dinky
11179	the Thimbleweed Park sign	the Thimbleweed Park sign	MainStreet.dinky
11180	the highway	the highway	MainStreet.dinky
11181	watch repair sign	watch repair sign	MainStreet.dinky
11182	door	door	MainStreet.dinky
11183	realtor's office	realtor's office	MainStreet.dinky
11184	the realtor's office	the realtor's office	MainStreet.dinky
11185	flower shop	flower shop	MainStreet.dinky
11186	the flower shop	the flower shop	MainStreet.dinky
11187	Coming Soon	Coming Soon	MainStreet.dinky
11188	the new PillowBear™ store	the new PillowBear™ store	MainStreet.dinky
11189	PillowBear™ sign	PillowBear™ sign	MainStreet.dinky
11190	outskirts	outskirts	MainStreet.dinky
11191	City Hall door	City Hall door	MainStreet.dinky
11192	the City Hall door	the City Hall door	MainStreet.dinky
11193	Enter	Enter	MainStreet.dinky
11194	Enter City Hall	Enter City Hall	MainStreet.dinky
11195	traffic cone	traffic cone	MainStreet.dinky
11196	traffic cone	traffic cone	MainStreet.dinky
11197	traffic cone	traffic cone	MainStreet.dinky
11198	Welcome to Quickie Pal. Can I help you find anything?	Welcome to Quickie Pal. Can I help you find anything?	QuickiePal.dinky
11199	I personally am really fond of the chocolate bon bons.	I personally am really fond of the chocolate bon bons.	QuickiePal.dinky
11200	Let me know if I can help you find anything.	Let me know if I can help you find anything.	QuickiePal.dinky
11201	Let me know if I can help you find anything.	Let me know if I can help you find anything.	QuickiePal.dinky
11202	Let me know if I can help you find anything.	Let me know if I can help you find anything.	QuickiePal.dinky
11203	Let me know if I can help you find anything.	Let me know if I can help you find anything.	QuickiePal.dinky
11204	Let me know if I can help you find anything.	Let me know if I can help you find anything.	QuickiePal.dinky
11205	Let me know if I can help you with anything.	Let me know if I can help you with anything.	QuickiePal.dinky
11206	Let me know if I can help you with anything.	Let me know if I can help you with anything.	QuickiePal.dinky
11207	I'm here to serve.	I'm here to serve.	QuickiePal.dinky
11208	I'm here to serve.	I'm here to serve.	QuickiePal.dinky
11209	I'm here to serve.	I'm here to serve.	QuickiePal.dinky
11210	How about that sunset?	How about that sunset?	QuickiePal.dinky
11211	How about that Ransome the Clown? He's so funny.	How about that Ransome the Clown? He's so funny.	QuickiePal.dinky
11212	Don't forget to get your flu shot.	Don't forget to get your flu shot.	QuickiePal.dinky
11213	Want some expired milk? 50% off normal price.	Want some expired milk? 50% off normal price.	QuickiePal.dinky
11214	Sure glad the Pigeon Sisters got rid of our rat problem!	Sure glad the Pigeon Sisters got rid of our rat problem!	QuickiePal.dinky
11215	Want to buy a Fine Leather Jacket™?	Want to buy a Fine Leather Jacket™?	QuickiePal.dinky
11216	Yikes!	Yikes!	QuickiePal.dinky
11217	Yikes!	Yikes!	QuickiePal.dinky
11218	Drink up!	Drink up!	QuickiePal.dinky
11219	It's a mail drop.	It's a mail drop.	QuickiePal.dinky
11220	It's a souvenir Thimbleweed Park T-shirt!	It's a souvenir Thimbleweed Park T-shirt!	QuickiePal.dinky
11221	It says “Redeem bottles here, 5¢.”	It says “Redeem bottles here, 5¢.”	QuickiePal.dinky
11222	No one cares about a bunch of boxes.	No one cares about a bunch of boxes.	QuickiePal.dinky
11223	They all say, “1 Dozen PillowBears™.”	They all say, “1 Dozen PillowBears™.”	QuickiePal.dinky
11224	I'm so proud of Dad for thinking up this idea!	I'm so proud of Dad for thinking up this idea!	QuickiePal.dinky
11225	It's Ratastic!	It's Ratastic!	QuickiePal.dinky
11226	Definitely not a new toy craze. I had one when I was a kid.	Definitely not a new toy craze. I had one when I was a kid.	QuickiePal.dinky
11227	It's a celebrity's head, but kind of demeaning being a candy dispenser. I need a better photo.	It's a celebrity's head, but kind of demeaning being a candy dispenser. I need a better photo.	QuickiePal.dinky
11228	That's a lot of Ransome candy dispensers.	That's a lot of Ransome candy dispensers.	QuickiePal.dinky
11229	Giving them away as a promotion for the Ransome the Clown House for Wayward Kids. Take one.	Giving them away as a promotion for the Ransome the Clown House for Wayward Kids. Take one.	QuickiePal.dinky
11230	It's one per customer. Corporate policy.	It's one per customer. Corporate policy.	QuickiePal.dinky
11231	I'd play if it were a sure thing.	I'd play if it were a sure thing.	QuickiePal.dinky
11232	Quickie Pal door	Quickie Pal door	QuickiePal.dinky
11233	the Quickie Pal door	the Quickie Pal door	QuickiePal.dinky
11234	Leave	Leave	QuickiePal.dinky
11235	Leave the Quickie Pal	Leave the Quickie Pal	QuickiePal.dinky
11236	mail drop	mail drop	QuickiePal.dinky
11237	T-shirt	T-shirt	QuickiePal.dinky
11238	sign	sign	QuickiePal.dinky
11239	boxes	boxes	QuickiePal.dinky
11240	boxes	boxes	QuickiePal.dinky
11241	rat	rat	QuickiePal.dinky
11242	Ransome candy dispensers	Ransome candy dispensers	QuickiePal.dinky
11243	Lotto	Lotto	QuickiePal.dinky
11244	the Lotto sign	the Lotto sign	QuickiePal.dinky
11245	Probably the solution to a puzzle in another game.	Probably the solution to a puzzle in another game.	PostOffice.dinky
11246	It's for weighing mail.	It's for weighing mail.	PostOffice.dinky
11247	This is where I could mail Leonard's electricity bill.	This is where I could mail Leonard's electricity bill.	PostOffice.dinky
11248	If I had any mail, this is where I'd put it.	If I had any mail, this is where I'd put it.	PostOffice.dinky
11249	An actual image of Jefferson would be much better.	An actual image of Jefferson would be much better.	PostOffice.dinky
11250	It's showing the month of July... That was a long time ago.	It's showing the month of July... That was a long time ago.	PostOffice.dinky
11251	Looks like government property vandalism really is a problem. I need to photograph an example of it.	Looks like government property vandalism really is a problem. I need to photograph an example of it.	PostOffice.dinky
11252	“Please stop trying to break into the mailboxes.”	“Please stop trying to break into the mailboxes.”	PostOffice.dinky
11253	They are locked.	They are locked.	PostOffice.dinky
11254	I don't have the combination.	I don't have the combination.	PostOffice.dinky
11255	That's a lot of private mailboxes.	That's a lot of private mailboxes.	PostOffice.dinky
11256	The mailbox damage is really minor. Not good enough for the photo.	The mailbox damage is really minor. Not good enough for the photo.	PostOffice.dinky
11257	It's dark in there!	It's dark in there!	PostOffice.dinky
11258	I'm going to get in so much trouble for this.	I'm going to get in so much trouble for this.	PostOffice.dinky
11259	This mailbox looks a little scuffed up.	This mailbox looks a little scuffed up.	PostOffice.dinky
11260	I'm not so sure this was a smart idea.	I'm not so sure this was a smart idea.	PostOffice.dinky
11261	No one cares about a bunch of boxes.	No one cares about a bunch of boxes.	PostOffice.dinky
11262	It's a bunch of PillowBears™, waiting to be mailed out.	It's a bunch of PillowBears™, waiting to be mailed out.	PostOffice.dinky
11263	That was Dad's idea!	That was Dad's idea!	PostOffice.dinky
11264	door	door	PostOffice.dinky
11265	the Post Office door	the Post Office door	PostOffice.dinky
11266	Leave	Leave	PostOffice.dinky
11267	Leave the Post Office	Leave the Post Office	PostOffice.dinky
11268	tape	tape	PostOffice.dinky
11269	tape	tape	PostOffice.dinky
11270	scale	scale	PostOffice.dinky
11271	mail drop	mail drop	PostOffice.dinky
11272	calendar	calendar	PostOffice.dinky
11273	important notice	important notice	PostOffice.dinky
11274	an important notice	an important notice	PostOffice.dinky
11275	mailboxes	mailboxes	PostOffice.dinky
11276	mailboxes	mailboxes	PostOffice.dinky
11277	destroyed mailbox	destroyed mailbox	PostOffice.dinky
11278	scuffed up mailbox	scuffed up mailbox	PostOffice.dinky
11279	boxes	boxes	PostOffice.dinky
11280	boxes	boxes	PostOffice.dinky
11281	It's been shut off.	It's been shut off.	CityHall.dinky
11282	Even if it was working, I wouldn't drink from it.	Even if it was working, I wouldn't drink from it.	CityHall.dinky
11283	It's the Thimbleweed tri-county seal!	It's the Thimbleweed tri-county seal!	CityHall.dinky
11284	It's majestic!	It's majestic!	CityHall.dinky
11285	That's some old dude who I'm pretty sure is dead. 	That's some old dude who I'm pretty sure is dead. 	CityHall.dinky
11286	I don't know who he is, but he doesn't look very presidential.	I don't know who he is, but he doesn't look very presidential.	CityHall.dinky
11287	Pretty sure that came with the frame.	Pretty sure that came with the frame.	CityHall.dinky
11288	door	door	CityHall.dinky
11289	Leave	Leave	CityHall.dinky
11290	Leave City Hall	Leave City Hall	CityHall.dinky
11291	drinking fountain	drinking fountain	CityHall.dinky
11292	seal	seal	CityHall.dinky
11293	Sheriff's Office door	Sheriff's Office door	CityHall.dinky
11294	the Sheriff's Office door	the Sheriff's Office door	CityHall.dinky
11295	Enter	Enter	CityHall.dinky
11296	Enter the Sheriff's Office	Enter the Sheriff's Office	CityHall.dinky
11297	Coroner's Office door	Coroner's Office door	CityHall.dinky
11298	the Coroner's Office door	the Coroner's Office door	CityHall.dinky
11299	Enter	Enter	CityHall.dinky
11300	Enter the Coroner's Office	Enter the Coroner's Office	CityHall.dinky
11301	painting	painting	CityHall.dinky
11302	painting	painting	CityHall.dinky
11303	These things were creepy. I'm glad they were deactivated.	These things were creepy. I'm glad they were deactivated.	QuickiePalOutside.dinky
11304	I heard they actually tracked your movie rentals and shared the information with unknown companies. **SHIVER**	I heard they actually tracked your movie rentals and shared the information with unknown companies. **SHIVER**	QuickiePalOutside.dinky
11305	Quickie Pal door	Quickie Pal door	QuickiePalOutside.dinky
11306	the Quickie Pal door	the Quickie Pal door	QuickiePalOutside.dinky
11307	Enter	Enter	QuickiePalOutside.dinky
11308	Enter the Quickie Pal	Enter the Quickie Pal	QuickiePalOutside.dinky
11309	Main Street	Main Street	QuickiePalOutside.dinky
11310	bathroom door	bathroom door	QuickiePalOutside.dinky
11311	the bathroom door	the bathroom door	QuickiePalOutside.dinky
11312	Enter	Enter	QuickiePalOutside.dinky
11313	Enter bathroom	Enter bathroom	QuickiePalOutside.dinky
11314	vista	vista	QuickiePalOutside.dinky
11315	MovieTron 3000™	MovieTron 3000™	QuickiePalOutside.dinky
11316	the MovieTron 3000™	the MovieTron 3000™	QuickiePalOutside.dinky
11317	It's an old Ransome the Clown poster.	It's an old Ransome the Clown poster.	Alleyway.dinky
11318	I think I miss his brilliant performance satire most of all.	I think I miss his brilliant performance satire most of all.	Alleyway.dinky
11319	Kind of artsy, but I don't think Natalie will want this one.	Kind of artsy, but I don't think Natalie will want this one.	Alleyway.dinky
11320	It's a Ransome the Clown poster!	It's a Ransome the Clown poster!	Alleyway.dinky
11321	That's a pretty crappy photo. No one's going to know it's Ransome.	That's a pretty crappy photo. No one's going to know it's Ransome.	Alleyway.dinky
11322	That's a pretty crappy photo. No one's going to know it's Ransome.	That's a pretty crappy photo. No one's going to know it's Ransome.	Alleyway.dinky
11323	Kind of artsy, but I don't think Natalie will want this one.	Kind of artsy, but I don't think Natalie will want this one.	Alleyway.dinky
11324	I don't think this is round enough.	I don't think this is round enough.	Alleyway.dinky
11325	It's actually pretty clean for a trash can. Not disgusting at all.	It's actually pretty clean for a trash can. Not disgusting at all.	Alleyway.dinky
11326	This is the second cleanest trash can I've ever seen.	This is the second cleanest trash can I've ever seen.	Alleyway.dinky
11327	It may be clean, but I'm not interested in looking inside.	It may be clean, but I'm not interested in looking inside.	Alleyway.dinky
11328	I don't think opening trash cans is part of my job description.	I don't think opening trash cans is part of my job description.	Alleyway.dinky
11329	Nothing funny about a cat in a box. Or no cat in a box.	Nothing funny about a cat in a box. Or no cat in a box.	Alleyway.dinky
11330	It's still just an empty box.	It's still just an empty box.	Alleyway.dinky
11331	It's the back door to the Diner. It's always locked.	It's the back door to the Diner. It's always locked.	Alleyway.dinky
11332	It's locked.	It's locked.	Alleyway.dinky
11333	Ooh, a ThimbleCon 88 poster!	Ooh, a ThimbleCon 88 poster!	Alleyway.dinky
11334	This would look great in my MMucasFlem office, if Jay Bane will let me put it up.	This would look great in my MMucasFlem office, if Jay Bane will let me put it up.	Alleyway.dinky
11335	It's glued on and I can't pull it off.	It's glued on and I can't pull it off.	Alleyway.dinky
11336	Hi Ransome!	Hi Ransome!	Alleyway.dinky
11337	Maybe the water will dissolve the glue.	Maybe the water will dissolve the glue.	Alleyway.dinky
11338	That worked! And without damaging either poster.	That worked! And without damaging either poster.	Alleyway.dinky
11339	Hi Ransome!	Hi Ransome!	Alleyway.dinky
11340	It's back to its original setting.	It's back to its original setting.	Alleyway.dinky
11341	Guess Sandy or Dave figured it out.	Guess Sandy or Dave figured it out.	Alleyway.dinky
11342	The valve is set to full on!	The valve is set to full on!	Alleyway.dinky
11343	It's a rusty old valve. It says “Thimbleweed Park Gas Company, Do Not Touch”.	It's a rusty old valve. It says “Thimbleweed Park Gas Company, Do Not Touch”.	Alleyway.dinky
11344	It's stuck. I can't move it.	It's stuck. I can't move it.	Alleyway.dinky
11345	It's stuck again.	It's stuck again.	Alleyway.dinky
11346	poster	poster	Alleyway.dinky
11347	Ransome the Clown poster	Ransome the Clown poster	Alleyway.dinky
11348	poster edge	poster edge	Alleyway.dinky
11349	Ransome the Clown poster	Ransome the Clown poster	Alleyway.dinky
11350	Ransome the Clown poster	Ransome the Clown poster	Alleyway.dinky
11351	trash can	trash can	Alleyway.dinky
11352	box	box	Alleyway.dinky
11353	Main Street	Main Street	Alleyway.dinky
11354	door	door	Alleyway.dinky
